Name,Platform,Publisher,Global Sales,Date de sortie 
Himawari no Kyoukai to Nagai Natsuyasumi: Extra Vacation,PC,Kero Makura,,2013.0
Hime Girl Paradise: Mechikawa! Agemori Sensation!,Nintendo,Nippon Columbia,,2012.0
"Hime Kishi Olivia: E, Hentai, Kono Hentai Otoko!",,Unknown,,2011.0
HimeHibi: Princess Days,PC,Takuyo,,2006.0
HimeHibi: Princess Days Portable,Playstation,Takuyo,,2008.0
Himitsu no Ooku,PC,Hudson Soft,,2009.0
Himitsu: Tadagaita Natsu,PC,Starfish,,2001.0
Hinterland,PC,Independent,,2008.0
Hinterland: Orc Lords,,Unknown,,
Hints Hunter,,CIRCLE Entertainment,,2010.0
Hip Hop King: Rytmik Edition,,Cinemax,,2012.0
Hippocampal: The White Sofa,,Strategy First,,2014.0
Hirake! Ponkikki,,Takara,,1992.0
Hirameki Card Battle Mekuruka,PC,Tom Create,,2009.0
Hirameki Egara Shiritori,PC,Unknown,,2011.0
Hirata Shogo Interactive Ehon: Aesop Monogatari,PC,Elcom,,1994.0
Hirata Shogo Interactive Ehon: Cinderella,PC,Elcom,,1995.0
Hirata Shogo Interactive Ehon: Ningyo Hime,PC,Elcom,,1994.0
Hirata Shogo Interactive Ehon: Ookami to Shichi Hiki no Koyagi,PC,Elcom,,1995.0
Hirata Shogo Interactive Ehon: Sanhiki no Kobuta,Playstation,Elcom,,1994.0
Hirata Shogo Interactive Ehon: Shirayuki Hime,PC,Elcom,,1994.0
Hiromichi Oniisan no Oyako Taisou Navi,PC,Dorart,,2008.0
Hiryu no Ken II: Dragon no Tsubasa,Nintendo,Culture Brain,,1988.0
Hiryu no Ken III: 5 Nin no Ryuu Senshi,Nintendo,Culture Brain,,1990.0
Hiryu no Ken Retsuden GB,PC,Culture Brain,,2000.0
Hiryu no Ken S: Golden Fighter,PC,Culture Brain,,1992.0
Hiryu no Ken Special: Fighting Wars,PC,Culture Brain,,1991.0
Hisou Kihei X-Serd,PC,NCS,,1990.0
Hissatsu Kung Fu: Kanji Dragon,Playstation,Success,,2007.0
Hissatsu Pachi-Slot Station,PC,Sunsoft,,1998.0
Hissatsu Pachi-Slot Station 2,Playstation,Sunsoft,,1999.0
Hissatsu Pachi-Slot Station 3,PC,Sunsoft,,2000.0
Hissatsu Pachi-Slot Station 4,DSiW,Sunsoft,,2000.0
Hissatsu Pachi-Slot Station 5,PC,Sunsoft,,2000.0
Hissatsu Pachi-Slot Station SP,VC,Sunsoft,,1999.0
Hissatsu Pachi-Slot Station SP 2,Nintendo,Sunsoft,,2000.0
Hissatsu Pachi-Slot Station SP 3,GB,Sunsoft,,2002.0
Hissatsu Pachinko Evolution 2: Osomatsu-kun,WW,Sunsoft,,2006.0
Hissatsu Pachinko Station,Playstation,Sunsoft,,1996.0
Hissatsu Pachinko Station 10,PC,Sunsoft,,2000.0
Hissatsu Pachinko Station 2,DSiW,Sunsoft,,1997.0
Hissatsu Pachinko Station 3,Playstation,Sunsoft,,1998.0
Hissatsu Pachinko Station 4,GB,Sunsoft,,1999.0
Hissatsu Pachinko Station 5,GB,Sunsoft,,1999.0
Hissatsu Pachinko Station 6,Playstation,Sunsoft,,1999.0
Hissatsu Pachinko Station 7,Xbox,Sunsoft,,1999.0
Hissatsu Pachinko Station 8,Playstation,Sunsoft,,2000.0
Hissatsu Pachinko Station 9,Xbox,Sunsoft,,2000.0
Hissatsu Pachinko Station Now,PC,Sunsoft,,1999.0
Hissatsu Pachinko Station Now 2,PC,Sunsoft,,1999.0
Hissatsu Pachinko Station Now 3,PSN,Sunsoft,,2000.0
Hissatsu Pachinko Station Now 4,XBL,Sunsoft,,2000.0
Hissatsu Pachinko Station Now 5,Playstation,Sunsoft,,2000.0
Hissatsu Pachinko Station Now 6,PC,Sunsoft,,2000.0
Hissatsu Pachinko Station Now 7,PC,Sunsoft,,2000.0
Hissatsu Pachinko Station Now 8,PC,Sunsoft,,2001.0
Hissatsu Pachinko Station Now 9,GB,Sunsoft,,2002.0
Hisshou 777 Fighter 2: Pachi Slot Hi Jouhou,GB,Vap,,1994.0
Hisshou 777 Fighter III: Kokuryuu Ou no Fukkatsu,GB,Vap,,1995.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 2: Bomber Powerful & Yume Yume World DX,PC,D3 Publisher,,2006.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 3: CR Marilyn Monroe,PC,D3 Publisher,,2006.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 4: CR Ashita Gaarusa Yoshimoto World,PC,D3 Publisher,,2006.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 6: 7Cafe Keishikina Bomber Powerful 2,PSN,D3 Publisher,,2006.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 7: CR Fever Powerful Zero,PSN,D3 Publisher,,2006.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 8: CR Matsura Aya,PSN,D3 Publisher,,2006.0
History Channel: Battle for the Pacific,PSN,Activision,,2007.0
History Channel: Battle for the Pacific,Autre,Activision,,2007.0
History Channel: Battle for the Pacific,Nintendo,Activision Value,,2008.0
History Channel: Civil War - A Nation Divided,Nintendo,Activision,,2006.0
History Civil War: Secret Missions,PC,Activision,,2008.0
History Egypt: Engineering an Empire,PC,Slitherine Software,,2010.0
History Egypt: Engineering an Empire,PC,Slitherine Software,,2010.0
History Egypt: Engineering an Empire,Playstation,Slitherine Software,,2010.0
History Egypt: Engineering an Empire,PC,Slitherine Software,,2010.0
History Egypt: Engineering an Empire,Xbox,Unknown,,
History Egypt: Engineering an Empire,PC,Unknown,,
History: Ice Road Truckers,PC,Slitherine Software,,2010.0
Hit it Rich!  Free Casino Slots,PC,Zynga,,2013.0
Hit the Ice,Autre,Taito,,1992.0
Hit the Ice,Nintendo,Taito,,1992.0
Hit the Ice,GB,NEC,,1992.0
Hit the Ice,XBL,Taito,,1993.0
Hitman GO,GB,Square Enix,,2016.0
Hitman GO,GB,Square Enix,,2016.0
Hitman GO,GB,Square Enix,,2016.0
Hitman Trilogy,PC,Eidos Interactive,,2007.0
Hitman: Sniper,PC,Square Enix,,2015.0
Hitodzuma Man!! Dzumanda Kunoichi Migoro,PC,Swan,,2009.0
Hitogata Happa,PC,Sony Online Entertainment,,2010.0
Hitogata Happa,PC,Rockin' Android,,2011.0
Hitogata Ruins,PC,Studio e-go,,2004.0
Hitori de Dekirumon! Cooking Densetsu,PC,Vap,,1992.0
Hive,PC,Microsoft,,2008.0
Hive Sweeper,Playstation,Unknown,,2010.0
Hoard,Playstation,Big Sandwich Games,,2010.0
Hobo no Kenkou Techou,Playstation,Nintendo,,2010.0
Hobonichi Rosenzu 2009,Playstation,Nintendo,,2009.0
Hobonichi Rosenzu 2010,XBL,Nintendo,,2010.0
Hockey,PC,Atari,,1992.0
Hockey Allstar Shootout,PC,Nintendo,,2008.0
Hockey Rage 2005,PC,Fathammer,,2005.0
Hogs of War,PC,Infogrames,,2013.0
Hogs of War,PC,Infogrames,,2013.0
Hogs of War / Worms,PC,Alientrap Games Inc,,2003.0
Hogs of War / Worms,PC,Alientrap Games Inc,,2003.0
Hohokum,Autre,Sony Computer Entertainment,,2014.0
Hohokum,Autre,Sony Computer Entertainment,,2014.0
Hohokum,Nintendo,Sony Computer Entertainment,,2014.0
Hoka no Otoko no Seieki de Haramu Toki,Playstation,Unknown,,2011.0
Hokuto no Ken,Playstation,Banpresto,,1996.0
Hokuto no Ken,Playstation,Banpresto,,1995.0
Hokuto no Ken,Autre,Toei Animation,,1986.0
Hokuto no Ken 3: Shinseiki Souzou Seiken Retsuden,VC,Toei Animation,,1989.0
Hokuto no Ken 4: Shichisei Hakenden: Hokuto Shinken no Kanata e,Autre,Toei Animation,,1991.0
Hokuto no Ken 5: Tenma Ryuuseiden Ai Zesshou,Playstation,Toei Animation,,1992.0
Hokuto no Ken 6: Gekitou Denshouken - Haou heno Michi,PC,Toei Animation,,1992.0
Hokuto no Ken 7: Seiken Retsuden - Denshousha heno Michi,,Toei Animation,,1993.0
Hokuto no Ken: Seiki Matsukyu Seishi Densetsu,GB,Bandai,,2000.0
Hole in One Golf,PC,Natsume,,1999.0
Hole In The Wall    Read the review,PC,Microsoft,,2011.0
Holiday Lemmings 1993,WW,Psygnosis,,1993.0
Holiday Lemmings 1994,PC,Psygnosis,,1994.0
Holiday Trivia,PC,Microsoft,,2009.0
Holiday World Tycoon,PC,GSP,,2006.0
Hollow Ball,PC,Microsoft,,2009.0
Hollow Dissent,PCE,Unknown,,2014.0
Hollow Dissent,Playstation,Unknown,,2014.0
Hollowpoint,Nintendo,Ruffian Games,,2016.0
Hollywood Escape,Autre,Unknown,,2014.0
Hollywood Mogul,Autre,Unknown,,1997.0
Hollywood Squares,PC,GameTek,,1989.0
Hollywood Squares,PC,Unknown,,
Holy Umbrella: Dondera no Mubo!!,PC,Naxat Soft,,1995.0
Home - a Unique Horror Adventure,PCE,Benjamin Rivers Inc.,,2015.0
Home - a Unique Horror Adventure,PSN,Benjamin Rivers Inc.,,2015.0
Home Alone,Nintendo,THQ,,1991.0
Home Alone,PC,Sega,,1992.0
Home Alone,PC,THQ,,1991.0
Home Alone,PSN,THQ,,1991.0
Home Alone,PSN,Sega,,1993.0
Home Alone,PSN,Sega,,1992.0
Home Alone,PSN,Midas Interactive Entertainment,,2006.0
Home Alone,PSN,Capstone Software,,1991.0
Home Alone 2: Lost in New York,PSN,THQ,,1992.0
Home Alone 2: Lost in New York,PSN,THQ,,1992.0
Home Alone 2: Lost in New York,PSN,THQ,,1992.0
Home Alone 2: Lost in New York,PSN,Sega,,1993.0
Home Alone 2: Lost in New York,PSN,Capstone Software,,1992.0
Home Doctor,PSN,Success,,1997.0
Home Run Challenge,PSN,Microsoft,,2009.0
Home Sweet Home,PSN,eGames,,2008.0
Home Sweet Home,PC,Nintendo,,2008.0
Homefront,PC,THQ,,2011.0
Homefront,PC,THQ,,2011.0
Homefront 2,Playstation,THQ,,2013.0
Homefront 2,DS,THQ,,2013.0
Homefront: The Revolution,VC,Deep Silver,,2016.0
Homefront: The Revolution,PCE,Deep Silver,,2016.0
Homerun Hitters,Playstation,Sony Computer Entertainment,,2010.0
Homeworld: Shipbreakers,Autre,Gearbox Software,,2020.0
Hon Shogi,PCE,Imagineer,,1994.0
Hon Shogi: Naitou Kudan Shogi Hiden,PCE,Seta Corporation,,1985.0
Hong Kong,PC,Tokuma Shoten,,1990.0
Hong Kong 97,PC,HappySoft,,1995.0
Honkaku Shogi: Shogi Ou,PSN,Warashi,,1998.0
Honkakuteki Pachinko Jikki Kouryaku Series: Milky Bar and Kirakuin,PSN,Unbalance,,2001.0
Honki de Manabu LEC de Goukakuru: Hishou Boki 3-Kyuu Portable,PSN,Square Enix,,2010.0
Honki de Manabu LEC de Goukakuru: Takuchi Tatemono Torihiki Shuninsha Portable,PSN,Square Enix,,2010.0
Honki de Manabu: LEC de Goukaku - DS Hishou Kentei 2-Kyuu/3-Kyuu,PSN,Square Enix,,2009.0
Honki de Manabu: LEC de Goukakuru - DS Gyouseishoshi,,Square Enix,,2010.0
Honki de Manabu: LEC de Goukakuru - DS Kikenbutsu Toriatsukaimono Otsushu 4-Rui,WW,Square Enix,,2009.0
Honki de Manabu: LEC de Goukakuru - DS Koumuinshiken Suumato Shori,DSiW,Square Enix,,2009.0
Honki de Manabu: LEC de Goukakuru - DS Takuchi Tatemono Torihiki Shuninsha 2011-Toshi & 2012-Toshi Nendoban,DSiW,Square Enix,,2011.0
Honmei Boy,PC,Nichibutsu,,1994.0
Honoo no Doukyuuji: Dodge Danpei,PSN,Hudson Soft,,1992.0
Honoo no Doukyuuji: Dodge Danpei,PC,Hudson Soft,,1992.0
Honoo no Doukyuuji: Dodge Danpei,PC,Sega,,1992.0
Honoo no Doukyuuji: Dodge Danpei,PC,Sega,,1992.0
Honoo no Doukyuuji: Dodge Danpei,PC,Sunsoft,,1992.0
Honoo no Doukyuuji: Dodge Danpei,PC,Sunsoft,,1992.0
Honoo no Doukyuuji: Dodge Danpei 2,PC,Sunsoft,,1993.0
Honor in Vengeance II,PC,Microsoft,,2011.0
HonorBound,PC,JuiceBox Games,,2013.0
Hook,PC,Sony Imagesoft,,1992.0
Hook,PC,Sony Imagesoft,,1992.0
Hook,PC,Sony Imagesoft,,1992.0
Hook,Autre,Sony Imagesoft,,1992.0
Hook,PC,Sony Imagesoft,,1992.0
Hook,PC,Unknown,,
Hook,Playstation,Ocean,,1992.0
Hook,PC,Sony Imagesoft,,1992.0
Hooked on Bass Fishing,Playstation,Gamebridge,,2013.0
Hooked on Bass Fishing,Playstation,Gamebridge,,2013.0
Hoops,Playstation,Jaleco,,1989.0
HoopWorld,Playstation,Unknown,,
HoopWorld,Playstation,Virtual Toys,,2010.0
Hoosier City: Assault of the Orcs,Playstation,Unknown,,
Hooters Road Trip,PC,Ubisoft,,2002.0
Hooters Road Trip,PC,Ubisoft,,2002.0
Hoppechan: Punitto Shibotte Daibouken,PC,Nippon Columbia,,2015.0
Hoppie,Playstation,Phoenix Games,,2006.0
Horizon,Playstation,Unknown,,
Horizon Riders,Playstation,Sabarasa Entertainment,,2011.0
Horn    Read the review,Playstation,Unknown,,
Horn Swaggle Islands,Playstation,Microsoft,,2009.0
Horoscope,Playstation,Unknown,,
Horrible Histories: Ruthless Romans,Autre,Graffiti,,2010.0
Horror Escape,PC,Unknown,,2014.0
Horse & Musket 2: Prussia's Glory,PC,Shrapnel Games,,2005.0
Horse & Pony: My Horsefarm,Playstation,DTP Entertainment,,2003.0
Horse & Pony: Best Friends: My Horse,DS,DTP Entertainment,,2007.0
Horse & Pony: My Horsefarm / Let's Ride 2,DS,DTP Entertainment,,2007.0
Horse Race Starter,DS,Microsoft,,2009.0
Horsez,DS,Ubisoft,,2006.0
Horsez,Autre,Ubisoft,,2006.0
Hoshi de Hakken!! Tamagotchi,WW,Bandai,,1998.0
Hoshi Furu,PC,Piacci,,2008.0
Hoshi no Furu Sato,PC,FACE,,2000.0
Hoshi no Furu Toki,PC,Idea Factory,,2005.0
Hoshi o Sagashite...,PC,Sega,,1988.0
Hoshigami: Ruining Blue Earth Remix,PC,Aksys Games,,2007.0
Hoshiiro no Okurimono Portable,PC,Takuyo,,2008.0
Hoshizora e Kakaru Hashi,PC,Feng,,2010.0
Hoshizora Navi,Playstation,ASCII Entertainment,,2009.0
Hoshizora no Memoria: Wish Upon a Shooting Star,PC,Favorite,,2009.0
Hoshizora Planet,PC,Digerati,,2000.0
Hoshizora Planet: Yume Hako,PC,Digerati,,2003.0
Hospital Havoc,PC,Hands On Mobile,,2010.0
Hospital Hustle,Nintendo,Merscom LLC,,2008.0
Hostage: Rescue Mission,Nintendo,Unknown,,
Hostage: Rescue Mission,PC,Unknown,,
Hostile Makeover,Playstation,Big Fish Games,,2009.0
Hostile Waters: Antaeus Rising,Playstation,Interplay,,2001.0
Hot Action Pack,Playstation,Activision,,1990.0
Hot and Cold: A 3D Hidden Object Adventure,Playstation,Majesco,,2009.0
Hot Brain,Playstation,Midway Games,,2009.0
Hot Brain,Playstation,Midway Games,,2007.0
Hot Potato Online,DS,Microsoft,,2009.0
Hot Shots Golf 2,Wii,Sony Computer Entertainment,,2006.0
Hot Shots Golf: Open Tee,Playstation,Sony Computer Entertainment,,2008.0
Hot Shots Golf: Open Tee 2,PC,Sony Computer Entertainment,,2009.0
Hot Shots Shorties Blue,PC,Sony Computer Entertainment,,2011.0
Hot Shots Shorties Green,WW,Sony Computer Entertainment,,2011.0
Hot Shots Shorties Red,PSN,Sony Computer Entertainment,,2011.0
Hot Shots Shorties Yellow,DS,Sony Computer Entertainment,,2011.0
Hot Shots Tennis: Get a Grip,Wii,Sony Computer Entertainment,,2010.0
Hot Slots,Autre,Hacker International,,1991.0
Hot Tin Roof: The Cat That Wore A Fedora,Playstation,Glass Bottom Games,,2015.0
Hot Wheels Stunt Track Driver,PSN,Mattel Interactive,,2000.0
Hot Wheels Velocity X,PC,THQ,,2002.0
Hot Wheels World Race,PC,THQ,,2003.0
Hot Wheels World's Best Driver,PC,Warner Bros. Interactive Entertainment,,2013.0
Hot Wheels World's Best Driver,PC,Warner Bros. Interactive Entertainment,,2013.0
Hot Wheels World's Best Driver,PC,Warner Bros. Interactive Entertainment,,2013.0
Hot Wheels World's Best Driver,PC,Warner Bros. Interactive Entertainment,,2013.0
Hot Wheels World's Best Driver,PC,Warner Bros. Interactive Entertainment,,2013.0
Hot Wheels: All Out,Autre,"Destination Software, Inc",,2006.0
Hot Wheels: Beat That!,Playstation,Activision,,2007.0
Hot Wheels: Stunt Track Challenge,Autre,THQ,,2004.0
Hotel Danger,Autre,Microsoft,,2009.0
Hotel Giant 2,Playstation,Unknown,,
Hotel Transylvania,Playstation,GameMill,,2012.0
Hotline Miami,Playstation,Devolver Digital,,2013.0
Hotline Miami    Read the review,Playstation,Devolver Digital,,2013.0
Hotline Miami,PC,Devolver Digital,,2013.0
Hotline Miami,PC,Devolver Digital,,2013.0
Hotline Miami,PC,Devolver Digital,,2015.0
Hotline Miami 2: Wrong Number,PC,Devolver Digital,,2015.0
Hotline Miami 2: Wrong Number,PC,Devolver Digital,,2015.0
Hotline Miami 2: Wrong Number,PC,Devolver Digital,,2015.0
Hotline Miami 2: Wrong Number,XBL,Devolver Digital,,2015.0
Hotline Miami 2: Wrong Number,Playstation,Devolver Digital,,2015.0
Houkago Custom Time: Customize Lovers,PC,Teatime,,2011.0
Houkago in Beppin Jogakuin,WW,Imagineer,,1995.0
House M.D.,Autre,Mindscape,,2010.0
House M.D. - Episode 1: Globetrotting,PC,Legacy Interactive,,2011.0
House M.D. - Episode 5: Under the Big Top,Playstation,Legacy Interactive,,2011.0
House M.D. -- Episode 2: Blue Meanie,Nintendo,Legacy Interactive,,2011.0
House of Tarot,Playstation,Sega,,1991.0
Houshinengi 2,Playstation,KOEI,,2002.0
Houshinengi Aizouban,Playstation,KOEI,,1999.0
Hover : Revolt of Gamers,Playstation,Unknown,,2020.0
Hover : Revolt of Gamers,PC,Unknown,,2020.0
Hover : Revolt of Gamers,PC,Unknown,,2020.0
Hover Strike,PC,Atari,,1995.0
Hover Strike: Unconquered Lands,PC,Atari,,1995.0
How To Get Girls,PC,Microsoft,,2011.0
How to Survive,Nintendo,505 Games,,2014.0
Howard the Duck,Playstation,Unknown,,
Howard the Duck,PC,Activision,,1986.0
Hoyle Card Games 2009,Playstation,Encore,,2008.0
Hoyle Casino,Playstation,Sierra Entertainment,,2000.0
Hoyle Casino 2009,PC,Encore,,2008.0
Hoyle Classic Card Games,PC,Sierra Entertainment,,1997.0
HOYLE Crosswords & Sudoku,PC,Unknown,,
Hoyle Puzzle & Board Games 2009,PC,Encore,,2008.0
Hoyle Texas Hold 'em,PC,Unknown,,
HTR+ Slot Car Simulation,XBL,Libredia Entertainment,,2014.0
HTR+ Slot Car Simulation,XBL,Libredia Entertainment,,2014.0
Hubert the Teddy Bear: Winter Games,XBL,Teyon Entertainment,,2010.0
Hudson Best Collection Vol. 1: Bomberman Collection,PSN,Hudson Soft,,2005.0
Hudson Best Collection Vol. 2: Lode Runner Collection,PC,Hudson Soft,,2005.0
Hudson Best Collection Vol. 3: Action Collection,PC,Hudson Soft,,2005.0
Hudson Best Collection Vol. 4: Nazotoki Collection,Playstation,Hudson Soft,,2005.0
Hudson Best Collection Vol. 5: Shooting Collection,Playstation,Hudson Soft,,2006.0
Hudson Best Collection Vol. 6: Bouken Jima Collection,WW,Hudson Soft,,2006.0
Hudson Hawk,Autre,Sony Imagesoft,,1991.0
Hudson Hawk,Playstation,Sony Imagesoft,,1992.0
Hudson Selection Vol. 1: Cubic Lode Runner,Xbox,Hudson Soft,,2003.0
Hudson Selection Vol. 1: Cubic Lode Runner,Playstation,Hudson Soft,,2003.0
Hudson Selection Vol. 2: Star Soldier,PC,Hudson Soft,,2003.0
Hudson Selection Vol. 2: Star Soldier,GB,Hudson Soft,,2003.0
Hudson Selection Vol. 3: PC Genjin,Nintendo,Hudson Soft,,2003.0
Hudson Selection Vol. 3: PC Genjin,Nintendo,Hudson Soft,,2003.0
Hudson Selection Vol. 4: Takahashi Meijin no Bouken Shima,Playstation,Hudson Soft,,2003.0
Hudson Selection Vol. 4: Takahashi Meijin no Bouken Shima,Playstation,Hudson Soft,,2003.0
Hue,Playstation,Dan Da Rocha,,2016.0
Hugo 2in1: Bukkazoom! / The Evil Mirror,Playstation,ITE Media,,2005.0
Hugo Bukkazoom!,Playstation,Unknown,,2020.0
Hula Wii: Hula de Hajimeru - Bi to Kenkou!,Playstation,Milestone,,2008.0
Hula Wii: Motto Jouzu no Fura o Odorou!!,PC,Milestone,,2009.0
Human Cannonball,PC,Atari,,1978.0
Human Element,PC,Unknown,,2015.0
Human Element,PC,Unknown,,2015.0
Human Element,PC,Unknown,,2015.0
Human Grand Prix III: F1 Triple Battle,Playstation,Human Entertainment,,1994.0
Human Grand Prix IV: F1 Dream Battle,Playstation,Human Entertainment,,1995.0
Hundred Swords,Playstation,Sega,,2001.0
Hundred Swords,Playstation,Activision,,2002.0
Hunger Games: Catching Fire - Panem Run,GB,Reliance Big Entertainment UK Private Ltd,,2013.0
Hungry Dinosaurs,PC,Sunsoft,,1995.0
Hungry Ghosts,PC,Sony Computer Entertainment,,2003.0
Hungry Giraffe,Playstation,Laughing Jackal,,2012.0
Hungry Shark - Part 1,Playstation,Future Games of London,,2010.0
Hungry Shark Evolution,Playstation,Future Games of London,,2010.0
Hunt & Score,Playstation,Atari,,1980.0
Hunt: Showdown,Playstation,Crytek,,2019.0
Hunter Dan's Fishing,Playstation,Unknown,,
Hunter Hunted,PSN,Sierra Entertainment,,1996.0
Hunter X Hunter,Nintendo,Bandai,,2000.0
Hunter x Hunter: Battle Allstars,PC,Namco Bandai Games,,2014.0
Hunter X Hunter: Greed Island,Nintendo,Bandai,,2003.0
Hunter X Hunter: Michikareshi Mono,PSN,Bandai,,2001.0
Hunter X Hunter: Minna Tomodachi Daisakusen!!,Nintendo,Konami,,2003.0
Hunter X Hunter: Ryumyaku no Saidan,Nintendo,Konami,,2001.0
Hunter X Hunter: Sorezore no Ketsui,PC,Bandai,,2001.0
Hunters Of The Dead,PC,Strategy First,,2014.0
HuntersLunch,PC,Microsoft,,2009.0
Hunting Simulator,PC,Bigben Interactive,,2017.0
Hunting Unlimited,PC,Unknown,,
Hunting Unlimited 2,PC,Unknown,,
Hunting Unlimited 2008,PC,Unknown,,
Hunting Unlimited 2009,PC,ValuSoft,,2008.0
Hunting Unlimited 2010,PC,Unknown,,
Hunting Unlimited 2011,PC,Unknown,,
Hunting Unlimited 3,PC,Unknown,,
Hunting Unlimited 4,PC,Unknown,,
Hunting Unlimited Trophy Collection,PC,Unknown,,
Hunting Unlimited: Expedition 3 Pack,PC,ValuSoft,,2011.0
Hurricane,PC,Aerosoft,,2007.0
Hurricanes,PC,U.S. Gold,,1994.0
Hurricanes,PC,U.S. Gold,,1994.0
Hurricanes,Playstation,U.S. Gold,,1994.0
Hustle Kings    Read the review,PSN,Sony Computer Entertainment,,2010.0
Hustle Kings,Playstation,Sony Computer Entertainment,,2012.0
Huxley: The Dystopia,Playstation,Unknown,,2020.0
Huxley: The Dystopia,PSN,Unknown,,
Hybrid,PSN,Midas Interactive Entertainment,,2002.0
Hybrid,PC,Unknown,,
Hydlide,PC,FCI,,1989.0
Hydlide 3: Yami Kara no Houmonsha,PC,Namco,,1989.0
Hydra,Playstation,Tengen,,1992.0
Hydro Electric Worker,PC,Microsoft,,2009.0
Hydro Thunder,PSN,Midway Games,,1999.0
Hydro Thunder Hurricane    Read the review,PC,Microsoft Game Studios,,2010.0
Hydro Thunder Hurricane: Tempest Pack,PC,Microsoft Game Studios,,2010.0
Hydrophobia,Playstation,Unknown,,
Hydrophobia,PSN,Microsoft,,2010.0
Hydrophobia: Prophecy,PC,Dark Energy Digital,,2011.0
Hype: The Time Quest,XBL,Ubisoft,,1999.0
Hype: The Time Quest,XBL,Ubisoft,,2002.0
Hype: The Time Quest,XBL,Ubisoft,,2001.0
Hyper 3-D Pinball,XBL,Virgin Interactive,,1996.0
Hyper 3-D Pinball,PSN,Virgin Interactive,,1995.0
Hyper Black Bass '95,PSN,Black Label Games,,1995.0
Hyper Duel,WW,TechnoSoft,,1996.0
