Name,Platform,Publisher,Global Sales,Date de sortie 
Hardball!,DS,Ballistic,,1991.0
Hardcore Pinball,PC,Telegames,,2002.0
Hardest Game Ever 2,DS,Orangenose Studios,,2013.0
HardGrip,WW,Unknown,,2020.0
HardGrip,PC,Unknown,,2020.0
HardGrip,Wii,Unknown,,2020.0
Hardware: Online Arena,PSN,Sony Computer Entertainment,,2003.0
Hardware: Rivals,VC,Sony Computer Entertainment,,2016.0
Hardwood Backgammon,DS,Silver Creek Entertainment,,2005.0
Hardwood Backgammon,Playstation,Silver Creek Entertainment,,2006.0
Hardwood Hearts,PC,Silver Creek Entertainment,,2005.0
Hardwood Spades,PC,Silver Creek Entertainment,,2005.0
Harem Party,PC,MangaGamer,,2011.0
Harezora Monogatari,PC,E-Frontier,,2012.0
Harlem Globetrotters,WW,GameTek,,1991.0
Harlem Globetrotters: World Tour,Playstation,DSI Games,,2006.0
Harley Pasternak's Hollywood Trainer,Nintendo,Unknown,,
Harley Pasternak's Hollywood Trainer,Nintendo,Majesco Entertainment,,2012.0
Harley's Humongous Adventure,PC,Hi Tech Expressions,,1993.0
Harley-Davidson Motorcycles: Race to the Rally,PC,Activision,,2006.0
Harley-Davidson Motorcycles: Race to the Rally,PC,Activision,,2006.0
Harmful Park,PC,Sky Think Systems,,1997.0
HarmoKnight    Read the review,PC,Nintendo,,2013.0
Harms Way,PC,Unknown,,2010.0
Harobots,PC,Sunrise Interactive,,1999.0
Harobots Action!!,PC,Sunrise Interactive,,2005.0
Harobots: Robo Hero Battling!!,Playstation,Sunrise Interactive,,2002.0
Harry Potter and the Chamber of Secrets,Playstation,Electronic Arts,,2002.0
Harry Potter and the Goblet of Fire,PC,Electronic Arts,,2010.0
Harry Potter and the Half-Blood Prince (PSP),PSN,Electronic Arts,,2010.0
Harry Potter and the Order of the Phoenix,Autre,Electronic Arts,,2007.0
Harry Potter and the Order of the Phoenix,PC,Electronic Arts,,2010.0
Harry Potter Collection,XBL,Electronic Arts,,2004.0
Haruka naru Jikuu no Naka de 6,PC,Tecmo Koei,,2015.0
Harukanaru Augusta,PSN,T&E Soft,,1993.0
Harukanaru Augusta,Nintendo,T&E Soft,,1991.0
Harukanaru Augusta 3: Masters New,Nintendo,T&E Soft,,1995.0
Harukanaru Augusta Masters '98,Autre,T&E Soft,,1997.0
Harukanaru Toki no Naka de,Autre,KOEI,,2002.0
Harukanaru Toki no Naka de,PC,KOEI,,2000.0
Harukanaru Toki no Naka de 2,XBL,KOEI,,2005.0
Harukanaru Toki no Naka de 2,PSN,KOEI,,2001.0
Harukanaru Toki no Naka de 2,WW,KOEI,,2002.0
Harukanaru Toki no Naka de 3: Izayoiki,Xbox,KOEI,,2005.0
Harukanaru Toki no Naka de 3: Unmei no Meikyuu,Playstation,KOEI,,2006.0
Harukanaru Toki no Naka de: Banjyou Yuugi,Wii,KOEI,,2003.0
Harukanaru Toki no Naka de: Hachiyoushou,WW,KOEI,,2005.0
Harukanaru Toki no Naka de: Iroetebako,Autre,KOEI,,2005.0
Harukanaru Toki no Naka de: Mai Hito Yo,Playstation,KOEI,,2006.0
Harukaze Sentai V-Force,Playstation,Ving,,1996.0
Harukaze Sentai V-Force,WW,Ving,,1997.0
Harusame Youbi,PSN,NEC Interchannel,,2001.0
Harvest Moon,XBL,Natsume,,1997.0
Harvest Moon,VC,Natsume,,2008.0
Harvest Moon 3 GBC,PSN,Natsume,,2001.0
Harvest Moon GBC,Playstation,Natsume,,1998.0
Harvest Moon: Back to Nature,PC,Sony Computer Entertainment,,2011.0
Harvest Moon: Boy & Girl,Playstation,Natsume,,2009.0
Harvest Moon: Hero of Leaf Valley,Playstation,Natsume,,2010.0
Harvest Moon: My Little Shop,VC,Natsume,,2009.0
Harvest Moon: Save the Homeland,WW,Unknown,,
Harvest Moon: Seeds of Memories,VC,Natsume,,2016.0
Harvest Moon: Seeds of Memories,VC,Natsume,,2016.0
Harvest Moon: Seeds of Memories,VC,Natsume,,2016.0
Harvest: Massive Encounter,VC,Oxeye,,2008.0
Hasbro Family Fun Pack,VC,Ubisoft,,2015.0
Hasbro Family Game Night,WW,Unknown,,
Hasbro Family Game Night,VC,Electronic Arts,,2009.0
Hasbro Family Game Night: Battleship,XBL,Electronic Arts,,2009.0
Hasbro Family Game Night: Boggle,PC,Electronic Arts,,2009.0
Hasbro Family Game Night: Connect Four,Wii,Electronic Arts,,2009.0
Hasbro Family Game Night: Scrabble,Playstation,Electronic Arts,,2009.0
Hasbro Family Game Night: Sorry!,DS,Electronic Arts,,2009.0
Hasbro Family Game Night: Sorry! Sliders,DS,Electronic Arts,,2009.0
Hasbro Family Game Night: Yahtzee,Nintendo,Electronic Arts,,2009.0
Hashire Hebereke,WW,Sunsoft,,1994.0
Hat Trick,Playstation,Atari,,1987.0
Hataraku Chocobo,PC,Square,,2000.0
Hatena Satena,Autre,Hudson Soft,,2001.0
Hatoful Boyfriend,Autre,Devolver Digital,,2014.0
Hatoful Boyfriend,PC,Devolver Digital,,2014.0
Hatris,PC,Bullet Proof Software,,1991.0
Hatris,PC,Micro Cabin,,1991.0
Hatris,Playstation,Bullet Proof Software,,1992.0
Hatsukoi Valentine,Playstation,Family Soft,,1997.0
Hatsukoi Valentine,Autre,Family Soft,,2011.0
Hatsukoi Valentine Special,Nintendo,Family Soft,,1998.0
Hatsukoi Valentine Special,PC,Family Soft,,2011.0
Hatsune Miku: Project Diva,VC,Unknown,,
Hatsune Miku: Project Diva - Dreamy Theater,Autre,Sega,,2010.0
Hatsune Miku: Project Diva - Dreamy Theater 2nd,PC,Sega,,2011.0
Hatsune Miku: Project Diva 2.5,PC,Unknown,,
Hatsune Miku: Project Diva 2nd,PC,Sega,,2010.0
Hatsune Miku: Project Mirai,,Sega,,2012.0
Hatsune Miku: VR Future Live,WW,Sega,,2016.0
Hatsune no Naisho!!,WW,Leaf,,1997.0
Hattrick!,WW,Unknown,,1995.0
Haunt    Read the review,WW,Microsoft Studios,,2012.0
Haunt the House: Terrortown,WW,SFB Games,,2013.0
Haunt the House: Terrortown,PC,SFB Games,,2014.0
Haunt the House: Terrortown,Nintendo,SFB Games,,2014.0
Haunted,Nintendo,DreamCatcher Interactive,,2011.0
Haunted Halls: Green Hills Sanitarium,Playstation,Unknown,,
Haunted House,PC,Atari,,1981.0
Haunted House,XBL,Atari,,2010.0
Haunted House,PC,Atari,,2010.0
Haunted House 3,XBL,DifferenceGames,,2014.0
Haunted House: Cryptic Graves,XBL,Atari,,2015.0
Haunted Legends: The Queen of Spades,XBL,Unknown,,2011.0
Haunted Manor: Queen of Death,XBL,Big Fish Games,,2011.0
Haunting Starring Polterguy,XBL,Electronic Arts,,1993.0
Hawaiian Explorer Lost Island,XBL,Unknown,,2008.0
Hayaoshi Quiz: Ouza Ketteisen,XBL,Jaleco,,1998.0
Hayarigami 2: Keishichou Kaii Jiken File,XBL,Nippon Ichi Software,,2007.0
Hayarigami 3: Keishichou Kaii Jiken File,XBL,Nippon Ichi Software,,2010.0
Hayarigami Portable: Keishichou Kaii Jiken File,XBL,Nippon Ichi Software,,2005.0
Hayarigami Portable: Keishichou Kaijiken File,XBL,Nippon Ichi Software,,2009.0
Hayarigami Revenge: Keishichou Kaii Jiken File,XBL,Nippon Ichi Software,,2005.0
Hayarigami: Keishichou Kaii Jiken File,XBL,Nippon Ichi Software,,2004.0
Hayate no Gotoku! Boku ga Romeo de Romeo ga Boku de,XBL,Konami,,2007.0
Hayauchi Super Igo,XBL,Namco,,1989.0
Hazardous Gas Unit,PC,Microsoft,,2010.0
Hazumino,DSiW,Unknown,,2014.0
HB Arcade Cards,Playstation,HB Studios Multimedia,,2009.0
HB Arcade Disc Golf,Playstation,Unknown,,2010.0
He-Man: Power of Grayskull,DSiW,TDK Mediactive,,2002.0
Head Banger,DSiW,Microsoft,,2008.0
Head Buster,DSiW,NCS,,1991.0
Head Shot 2,DSiW,Microsoft,,2009.0
Head Shot God,DSiW,Microsoft,,2011.0
Head-On Soccer,DSiW,U.S. Gold,,1995.0
Headhunter,DSiW,Sega,,2001.0
Heads Up!,DSiW,Warner Bros. Interactive Entertainment,,2013.0
Headshot,DSiW,Microsoft,,2009.0
"Heart Forth, Alicia",DSiW,Unknown,,2015.0
"Heart Forth, Alicia",DSiW,Unknown,,2015.0
"Heart Forth, Alicia",DSiW,Unknown,,2015.0
"Heart Forth, Alicia",DSiW,Unknown,,2015.0
"Heart Forth, Alicia",DSiW,Unknown,,2015.0
Heart no Kuni no Alice,PC,Quinrose,,2007.0
Heart of China,WW,Sierra Online,,1991.0
Heart of Darkness,Nintendo,Interplay,,1998.0
Heart of Darkness,VC,Unknown,,
Heart of the Alien: Out of This World Parts I and II,Nintendo,Virgin Interactive,,1994.0
Heart Work,VC,Kitty Media,,2009.0
Hearthstone: Heroes of Warcraft,VC,Blizzard Entertainment,,2014.0
Hearthstone: Heroes of Warcraft,VC,Blizzard Entertainment,,2020.0
Hearts of Iron,PC,Strategy First,,2002.0
Hearts of Iron - The Card Game,DSiW,Unknown,,
Hearts of Iron II: Armageddon,VC,Paradox Interactive,,2007.0
Hearts of Iron II: Doomsday,VC,Paradox Interactive,,2006.0
Hearts of Iron II: Iron Cross,VC,Paradox Interactive,,2010.0
Hearts of Iron III Collection,VC,Paradox Interactive,,2011.0
Hearts of Iron III: For the Motherland,VC,Paradox Interactive,,2011.0
Hearts of Iron III: Semper Fi    Read the review,VC,Paradox Interactive,,2010.0
Hearts of Iron IV,XBL,Paradox Interactive,,2016.0
Hearts of Iron IV,GB,Paradox Interactive,,2016.0
Hearts Spades Euchre,PC,Cosmigo,,2011.0
Heath: The Unchosen Path,PC,GMX Media,,2003.0
Heathcliff: Spot On,Nintendo,Enjoy Gaming ltd.,,2013.0
Heatseeker,Autre,Codemasters,,2007.0
Heaven & Earth,VC,Unknown,,
Heaven Bound,XBL,Unknown,,2003.0
Heaven's Will,PSN,Taito,,2006.0
Heavenly Guardian,DS,UFO Interactive,,2008.0
Heavenly Guardian,Wii,UFO Interactive,,2008.0
Heavenly Guardian,Nintendo,UFO Interactive,,2008.0
Heavenly Sword 2,DS,Unknown,,
Heavy Armor Brigade,DS,UFO Interactive,,2008.0
Heavy Barrel,Nintendo,Data East,,1990.0
Heavy Fire: Afghanistan,VC,Mastiff,,2012.0
Heavy Fire: Black Arms,VC,Teyon Entertainment,,2011.0
Heavy Fire: Special Operations,DSiW,Teyon Entertainment,,2010.0
Heavy Gear,PC,Activision,,1997.0
Heavy Gear II,PSN,Activision,,1999.0
Heavy Metal Thunder,PC,Square Enix,,2005.0
Heavy Metal: F.A.K.K. 2,PC,Gathering of Developers,,2000.0
Heavy Metal: Geomatrix,PC,Capcom,,2001.0
Heavy Nova,Playstation,Micronet,,1991.0
Heavy Payload,PSN,Microsoft,,2009.0
Heavy Rain,PSN,Sony Computer Entertainment,,2016.0
Heavy Rain Chronicles - Chapter 1: The Taxidermist    Read the review,Nintendo,Sony Computer Entertainment,,2010.0
Heavy Shooter,GB,Unknown,,2014.0
Heavy Shreddin',Nintendo,Parker Bros.,,1990.0
Heavy Unit,PC,Taito,,1989.0
Heavy Unit,,TOHO,,1990.0
Heavy Weapon Deluxe,PC,PopCap Games,,2005.0
Heavy Weapon: Atomic Tank,PC,PopCap Games,,2007.0
Heavy Weapon: Atomic Tank,PC,Sony Online Entertainment,,2009.0
Heavyweight Champ,PC,Sims,,1991.0
Heavyweight Championship Boxing,PC,Activision,,1990.0
Hebereke no Oishii Puzzle,PC,Sunsoft,,1994.0
Hebereke's Popoitto,PC,Sunsoft,,1996.0
Hebereke's Popoitto,PC,Sunsoft,,1995.0
Hebereke's Popoitto,PC,Sunsoft,,1995.0
Hebereke's Popoon,PC,Sunsoft,,1994.0
Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists    Read the review,PC,Telltale Games,,2011.0
Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice    Read the review,PC,Telltale Games,,2011.0
Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom    Read the review,PC,Telltale Games,,2011.0
Hector: Badge of Carnage: Episode 1: We Negotiate with Terrorists,Playstation,Unknown,,
Hegemonia: Legions of Iron,Xbox,DreamCatcher Interactive,,2003.0
Hegemonia: The Solon Heritage,Autre,Wanadoo,,2003.0
Hegemony Rome: The Rise of Caesar,Autre,Unknown,,2014.0
Hei$t,Playstation,Unknown,,2020.0
Hei$t,Nintendo,Unknown,,2020.0
Hei$t,PCE,Unknown,,
Heiankyo Alien,Playstation,Meldac,,1990.0
Heidi - The Game,Playstation,East Entertainment Media,,2005.0
Heileen 2: The Hands Of Fate,Playstation,Winter Wolves Game Studio,,2009.0
Heileen 2: The Hands Of Fate,Playstation,Winter Wolves Game Studio,,2009.0
Heileen 2: The Hands Of Fate,PC,Winter Wolves Game Studio,,2009.0
Heileen 3: New Horizons,PC,Winter Wolves Studio,,2012.0
Heileen 3: New Horizons,Playstation,Winter Wolves Studio,,2012.0
Heileen 3: New Horizons,PC,Winter Wolves Studio,,2012.0
Heimdall,GB,JVC,,1994.0
Heimdall,DSiW,Core Design Ltd.,,1991.0
Heir of Zendor: The Legend of the Land,Playstation,KOEI,,1996.0
Heisei Kyouiku Iinkai DS: Zenkoku Touitsu Moshi Special,Autre,Namco Bandai,,2007.0
Heisei Shin Oniga Shima: Kouhen,Playstation,Nintendo,,1997.0
Heisei Shin Oniga Shima: Kouhen,Playstation,Nintendo,,2010.0
Heisei Shin Oniga Shima: Zenpen,DS,Nintendo,,1997.0
Heisei Shin Oniga Shima: Zenpen,DS,Nintendo,,2010.0
Heisei Tensai Bakabon,VC,Namco,,1992.0
Heisei Tensai Bakabon,VC,Namco,,1991.0
Heisei Tensai Bakabon: Susume! Bakabons,VC,General Entertainment,,1995.0
Heist,WW,Codemasters,,
Heist,Playstation,Codemasters,,
Heist,DS,Codemasters,,2070.0
Heiwa Pachinko World 64,DS,Amtechs,,1997.0
Heiwa Parlor! Pro BunDoriKing Special,Playstation,Namco,,2001.0
Heiwa Parlor! Pro Fujiko Nio-ma-ka-se Special,Playstation,Mitsui,,2000.0
Heiwa Parlor! Pro: Lupin Sansei Special,,Telenet Japan,,2000.0
Helam: A Stripling Warrior Quest,Wii,Unknown,,2011.0
Heldric - The legend of the shoemaker,WW,Unknown,,2014.0
Heldric - The legend of the shoemaker,WW,Unknown,,2014.0
Helen's Mysterious Castle,WW,Unknown,,2014.0
Heli Good Spelunker,WW,Microsoft,,2009.0
HELI HELL,DS,Bulkypix,,2014.0
Heli Heroes,WW,TopWare,,2002.0
Helicopter Assault,PC,GMX Media,,2005.0
Helix,PC,Ghostfire Games,,2008.0
Hell Tycoon,PC,Unknown,,
Hell's Kitchen VS,PC,Ludia,,2010.0
Hell's Kitchen: The Game,PC,Ubisoft,,2008.0
Hell's Kitchen: The Game,WW,Unknown,,
Hell's Kitchen: The Game,Playstation,Unknown,,
Hell's Kitchen: The Game,PC,Unknown,,
Hell's Kitchen: The Game,XBL,Unknown,,
Hell: A Cyberpunk Thriller,PC,GameTek,,1994.0
Hell: A Cyberpunk Thriller,Playstation,GameTek,,1994.0
Hellbender,PC,Microsoft,,1996.0
Hellboy: Asylum Seeker,PC,DreamCatcher Interactive,,2004.0
Hellboy: Asylum Seeker,WW,Cryo Interactive,,2001.0
Hellbreed,Nintendo,Unknown,,
Helldivers,Nintendo,Sony Computer Entertainment,,2015.0
Helldivers,Nintendo,Sony Computer Entertainment,,2015.0
Helldivers,Nintendo,Sony Computer Entertainment,,2015.0
Helldorado,Nintendo,Viva Media,,2009.0
Hellfire,DS,Seismic,,1991.0
Hellfire - Single Player Diablo Expansion Pack,DS,Sierra Entertainment,,1997.0
Hellfire S: The Another Story,Xbox,NEC,,1991.0
Hellion: Mystery of the Inquisition,PSN,Unknown,,
Hellion: Mystery of the Inquisition,PC,Unknown,,
Hellion: Mystery of the Inquisition,PC,Unknown,,
Hellnight,PC,Konami,,1999.0
Hello Flowerz!,PC,Enjoy Gaming,,2010.0
Hello Flowerz!,PC,Virtual Toys,,2010.0
HELLO HERO,Playstation,"Fincon Co., Ltd.",,2013.0
Hello Kitty Asobi no Mochabako,Playstation,Mizuki,,1995.0
Hello Kitty Collection: Miracle Fashion Maker,Playstation,Imagineer,,2001.0
Hello Kitty no Beads Koubou,PC,Imagineer,,1999.0
Hello Kitty no Gotouchi Collection: Koi no DokiDoki Trouble,PC,Rocket Company,,2007.0
Hello Kitty no Happy House,Playstation,MTO,,2002.0
Hello Kitty no Magical Block,Playstation,Sega,,2000.0
Hello Kitty no Magical Museum,Autre,Imagineer,,1999.0
Hello Kitty no Onnaru Mail,Autre,Sega,,2000.0
Hello Kitty no PacPac & Logic,PSN,Dorart,,2009.0
Hello Kitty no Panda Sports Stadium,PC,Dorart,,2008.0
Hello Kitty no Sweet Adventure: Daniel Kun ni Aitai,XBL,Imagineer,,2000.0
Hello Kitty no Waku Waku Quiz,DSiW,Sega,,2000.0
Hello Kitty to Dear Daniel no Dream Adventure,DSiW,Imagineer,,2001.0
Hello Kitty to Issho! Block Crash 123!!,PSN,Dorart,,2010.0
Hello Kitty to Issho! Block Crash 123!!,XBL,Dorart,,2010.0
Hello Kitty to Issho: Block Crash V,PSN,Unknown,,
Hello Kitty's Cube Frenzy,XBL,NewKidCo,,1999.0
Hello Kitty: Lovely Fruit Park,VC,Sega,,1999.0
Hello Kitty: Roller Rescue,Autre,Xplosiv,,2005.0
Hello Kitty: Roller Rescue,PC,Empire Interactive,,2005.0
Hello! Idol Debut,PC,TDK Core,,2004.0
Hellokids Vol. 1: Coloring and Painting,PSN,BiP Media,,2011.0
Hellraid,XBL,Techland,,2014.0
Hellraid,DS,Techland,,2014.0
Hellraid,PC,Techland,,2014.0
Hellraid,Nintendo,Techland,,2016.0
Hellraid,GB,Techland,,2016.0
Hellraiser,Autre,Unknown,,2020.0
Help Charity Compilation,PC,Sony Computer Entertainment,,1996.0
Henshin Magical Doll: Nikui Idol Kara Sekai o Modosou,PSN,Unknown,,
Henway,Xbox,Microsoft,,2009.0
Heracles Chariot Racing,PC,Neko Entertainment,,2009.0
Heracles Chariot Racing,PC,Neko Entertainment,,2009.0
Heracles no Eikou II: Titan no Metsubou,PC,Data East,,1989.0
Heracles no Eikou III: Kamigami no Chinmoku,Xbox,Nintendo,,2007.0
Heracles no Eikou III: Kamigami no Chinmoku,Playstation,Data East,,1992.0
Heracles no Eikou IV: Kamigami-kara no Okurimono,Playstation,Nintendo,,2008.0
Heracles no Eikou IV: Kamigami-kara no Okurimono,Playstation,Data East,,1994.0
Heracles no Eikou: Toujin Makyouden,Playstation,Data East,,1987.0
Heracles no Eikou: Ugokidashita Kamigami,Playstation,Data East,,1992.0
Heracles: Battle With The Gods,PC,Midas Interactive Entertainment,,2006.0
Herc's Adventures,Playstation,LucasArts,,1997.0
Hercules: The Legendary Journeys,Playstation,Titus,,2002.0
Here Be Monsters,PC,Gamesys,,2012.0
Heretic,PC,id Software,,1994.0
Heretic II,DS,Activision,,1998.0
Heretic Kingdoms: The Inquisition,Wii,Got Game Entertainment,,2005.0
Heretic: Shadow of the Serpent Riders,PC,id Software,,1994.0
Herkules,DS,Phoenix Games,,2003.0
Herman,DS,Microsoft,,2009.0
Hermina to Culus: Lilie no Atelier Mou Hitotsu no Monogatari,Wii,Gust,,2001.0
Hero Hero Kun,Playstation,Imagineer,,2001.0
Hero of Sparta,PC,Gameloft,,2009.0
Hero of Sparta,Playstation,Gameloft,,2010.0
Hero of the Kingdom II,Xbox,Lonely Troops,,2015.0
Hero Project,PC,Agetec,,2012.0
Hero Project,Autre,SilverStar,,2011.0
Hero Shuugou!! Pinball Party,Autre,Jaleco,,1990.0
Hero Siege,Autre,Panic Art Studios,,2013.0
Hero Siege,VC,Panic Art Studios,,2013.0
Hero Zero,PC,Meridian,,2013.0
Hero Zero,PC,Meridian,,2012.0
Hero Zero,Xbox,Meridian,,2012.0
Hero's Journey,PC,Unknown,,
Hero-U: Rogue to Redemption,PC,Transolar Games,,2020.0
Hero-U: Rogue to Redemption,PC,Transolar Games,,2020.0
Hero-U: Rogue to Redemption,Playstation,Transolar Games,,2020.0
Heroes and Generals,PC,Unknown,,
Heroes Chronicles: Clash of the Dragons,PC,3DO,,2000.0
Heroes Chronicles: Conquest of the Underworld,PC,3DO,,2000.0
Heroes Chronicles: Masters of the Elements,Nintendo,3DO,,2000.0
Heroes Chronicles: Revolt of the Beastmasters,Nintendo,Unknown,,
Heroes Chronicles: The Fiery Moon,Playstation,Unknown,,
Heroes Chronicles: The Final Chapters,PC,3DO,,2001.0
Heroes Chronicles: The Sword of Frost,PC,Unknown,,
Heroes Chronicles: The World Tree,GB,Unknown,,
Heroes Chronicles: Warlords of the Wasteland,Nintendo,3DO,,2000.0
Heroes of a Broken Land,PC,Winged Pixel Inc.,,2014.0
Heroes of a Broken Land,Playstation,Winged Pixel Inc.,,2014.0
Heroes of Atlan,PC,"WeMade Entertainment CO., LTD",,2014.0
Heroes of Bestia,PC,IGG,,2070.0
Heroes of Camelot,Playstation,Kabam,,2013.0
Heroes of Dragon Age,Playstation,Electronic Arts,,2013.0
Heroes of Hellas,Playstation,Unknown,,2007.0
Heroes of Hellas 3: Athens,Playstation,Alawar Entertainment,,2011.0
Heroes of Might and Magic,Playstation,New World Computing,,1995.0
Heroes of Might and Magic,PC,3DO,,2000.0
Heroes of Might and Magic Complete Edition,Playstation,Ubisoft,,2006.0
Heroes of Might and Magic II,VC,3DO,,2000.0
Heroes of Might and Magic II: The Price of Loyalty,PC,3DO,,1997.0
Heroes of Might and Magic II: The Succession Wars,DSiW,3DO,,1996.0
Heroes of Might and Magic III,DSiW,3DO,,1999.0
Heroes of Might and Magic III Complete,DSiW,3DO,,2000.0
Heroes of Might and Magic III: Armageddon's Blade,PC,3DO,,1999.0
Heroes of Might and Magic III: In the Wake of Gods,PC,Unknown,,
Heroes of Might and Magic III: The Shadow of Death,PC,3DO,,2000.0
Heroes of Might and Magic IV: The Gathering Storm,PC,3DO,,2002.0
Heroes of Might and Magic IV: Winds of War,XBL,3DO,,2003.0
Heroes of Might and Magic V: Hammers of Fate,XBL,Ubisoft,,2006.0
Heroes of Might and Magic: Quest for the Dragon Bone Staff,XBL,3DO,,2001.0
Heroes of Steel,Playstation,Unknown,,2014.0
Heroes of Telara,Playstation,Unknown,,
Heroes Rise: HeroFall,PC,Choice of Games,,2014.0
Heroes Rise: HeroFall,Playstation,Choice of Games,,2014.0
Heroes Rise: HeroFall,PC,Choice of Games,,2014.0
Heroes Rise: HeroFall,PC,Choice of Games,,2014.0
Heron: Steam Machine,GB,Triangle Studios,,2010.0
Herzog  Zwei,Autre,Sega,,1990.0
HEX,PC,Cryptozoic Entertainment,,2014.0
HEX,PC,Cryptozoic Entertainment,,2014.0
Hex Heroes,PSN,Unknown,,2016.0
Hex Heroes,XBL,Unknown,,2016.0
Hex Heroes,XBL,Unknown,,2016.0
Hex Heroes,PSN,Unknown,,2016.0
Hexcells Infinite,Playstation,Matthew Brown,,2014.0
Hexcells Infinite,Autre,Matthew Brown,,2014.0
HexChess 360,PSN,Microsoft,,2011.0
Hexcite: The Shapes of Victory,Playstation,Ubisoft,,1999.0
Hexement,PC,Microsoft,,2009.0
Hexen II,PC,Activision,,1997.0
Hexen II Mission Pack: Portal of Praevus,PC,Activision,,1998.0
Hexen: Beyond Heretic,PSN,id Software,,1995.0
Hexen: Beyond Heretic,XBL,GT Interactive,,1997.0
Hexen: Deathkings of the Dark Citadel,PC,id Software,,1996.0
Hexic 2,Playstation,Microsoft,,2007.0
Hexic Deluxe,Playstation,Mumbo Jumbo,,2007.0
Hexic HD,PSN,Microsoft,,2005.0
Hexothermic,Playstation,Microsoft,,2008.0
Hexyz Force,Playstation,Atlus,,2010.0
Hi no Ouji: Yamato Takeru,Playstation,TOHO,,1995.0
Hi-Octane,PSN,Bullfrog Productions,,1996.0
Hi-Octane: The Track Fights Back!,PC,Bullfrog Productions,,1995.0
Hi-Octane: The Track Fights Back!,PC,Sony Computer Entertainment,,2010.0
Hidden & Dangerous,PC,TalonSoft,,2000.0
Hidden Escape,Playstation,Unknown,,2015.0
Hidden Expedition: Amazon,DS,Activision,,2009.0
Hidden in Plain Sight,PC,Unknown,,2014.0
Hidden Mysteries Collection Triple Pack,XBL,Avanquest,,2011.0
Hidden Mysteries: Buckingham Palace,PSN,Unknown,,
Hidden Mysteries: Civil War,PC,Activision,,2008.0
Hidden Mysteries: Forbidden City,PC,Unknown,,2012.0
Hidden Mysteries: JFK Conspiracy,PC,Unknown,,2011.0
Hidden Mysteries: Notre Dame,PC,GameMill,,2011.0
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,PC,GameMill,,2010.0
Hidden Mysteries: Secrets of the White House,Playstation,Activision,,2009.0
Hidden Mysteries: Titanic 2,PC,Unknown,,2011.0
Hidden Photo,Playstation,Unknown,,2011.0
Hidden Relics,PC,eGames,,2008.0
Hidden Stroke,PC,CDV Software Entertainment,,2003.0
Hidden Stroke II,PC,CDV Software Entertainment,,2005.0
Hide and Scare,PC,Microsoft,,2011.0
Hien de Hien de Diet,Playstation,Unknown,,2001.0
Hieronymus Bash,Playstation,Microsoft,,2009.0
Higanbana,Playstation,Athena,,2002.0
Higashio Osamu Kanshuu Pro Yakyuu Stadium '91,Playstation,Tokuma Shoten,,1991.0
Higashio Osamu Kanshuu Pro Yakyuu Stadium '92,Playstation,Tokuma Shoten,,1992.0
Higemau Makaijima: Nanatsu no Shima Daibouken,Wii,Unknown,,
High Gravity Wells,Playstation,Unknown,,
High Heat Major League Baseball 2004,Nintendo,Unknown,,2020.0
High School DxD: New Fight,Nintendo,Marvelous Entertainment,,2014.0
High School Musical - Livin the Dream,Nintendo,Disney Interactive Studios,,2007.0
High School Musical 3: Senior Year DANCE!,DS,Disney Interactive Studios,,2008.0
High Seas Havoc,PC,Data East,,1993.0
High Seize,Playstation,Nokia,,2005.0
High Speed,PC,Tradewest,,1991.0
High Stakes Gambling,DS,Electro Brain,,1992.0
High Stakes on the Vegas Strip: Poker Edition,PC,Sony Computer Entertainment,,2007.0
High Stakes: Texas Hold'em,PC,Hudson Soft,,2009.0
High Velocity Bowling    Read the review,WW,Sony Computer Entertainment,,2007.0
High Voltage Hot Rod Show,DSiW,High Voltage Software,,2009.0
Highland Solitaire,VC,Unknown,,
Highlander,VC,Unknown,,2020.0
Highlander,VC,Unknown,,2020.0
Highlander,Nintendo,Unknown,,2020.0
Highlander,VC,Atari,,1995.0
Highschool! Kimengumi,Nintendo,Sega,,1986.0
Highway 2000,VC,Unknown,,
Highway Run,VC,99Games Online Private Limited,,2014.0
Higurashi Daybreak,VC,Twilight Frontier,,2006.0
Higurashi Daybreak Kai,VC,Twilight Frontier,,2007.0
Higurashi Daybreak Portable Mega Edition,Nintendo,Alchemist,,2010.0
Higurashi no Naku Koro ni Kizuna: Ichi-Ni Maki Pack,Nintendo,Alchemist,,2009.0
Higurashi When The Cry Sui,Playstation,Kaga Create,,2015.0
Hiiro no Kakera,Autre,Idea Factory,,2006.0
Hiiro no Kakera Aizouban: Akane Iro no Tsuioku,Nintendo,Idea Factory,,2011.0
Hiiro no Kakera: Ano Sora no Shita de,Playstation,Idea Factory,,2007.0
Hiiro no Kakera: Twin Pack,Playstation,Idea Factory,,2011.0
Hikaru no Go,PC,Konami,,2001.0
Hikaru no Go 2,Autre,Konami,,2002.0
Hikaru no Go 3,Playstation,Konami,,2003.0
Hikaru no Go: Insei Choujou Kessen,Playstation,Konami,,2002.0
Hill Climb Racing,Playstation,Fingersoft,,2012.0
Himawari Doubutsu Byouin,Playstation,TDK Core,,2004.0
Himawari no Kyoukai to Nagai Natsuyasumi: Extra Vacation,PC,Kero Makura,,2013.0
