Name,Platform,Test_MC,Players_MC
LAW & ORDER: JUSTICE IS SERVED,PC,77.0,6.7
LAW & ORDER: LEGACIES,PC,53.0,6.9
LAWBREAKERS,PC,76.0,6.4
LAWBREAKERS,PLAYSTATION,76.0,5.7
LAWN MOWING SIMULATOR,PC,69.0,
LAWN MOWING SIMULATOR,XBOX,72.0,
LAYERS OF FEAR,PC,72.0,7.3
LAYERS OF FEAR,PLAYSTATION,74.0,7.2
LAYERS OF FEAR,XBOX,78.0,6.9
LAYERS OF FEAR 2,PC,70.0,6.3
LAYERS OF FEAR 2,PLAYSTATION,68.0,5.9
LAYERS OF FEAR 2,SWITCH,72.0,6.4
LAYERS OF FEAR 2,XBOX,63.0,6.1
LAYERS OF FEAR: LEGACY,SWITCH,80.0,7.2
LAYTON'S MYSTERY JOURNEY: KATRIELLE AND THE MILLIONAIRES' CONSPIRACY,DS,72.0,6.3
LAYTON'S MYSTERY JOURNEY: KATRIELLE AND THE MILLIONAIRES' CONSPIRACY - DELUXE EDITION,SWITCH,73.0,6.8
LAZY RAIDERS,XBOX,80.0,7.6
LBX: LITTLE BATTLERS EXPERIENCE,DS,73.0,7.4
LE MANS 24 HOURS,PC,60.0,6.6
LE MANS 24 HOURS,PLAYSTATION,75.0,7.5
LE TOUR DE FRANCE,XBOX,,8.0
LE TOUR DE FRANCE 2013 - 100TH EDITION,PLAYSTATION,,5.3
LE TOUR DE FRANCE 2013 - 100TH EDITION,XBOX,51.0,5.9
LEAD AND GOLD: GANGS OF THE WILD WEST,PC,70.0,8.2
LEAD AND GOLD: GANGS OF THE WILD WEST,PLAYSTATION,68.0,8.0
LEADFOOT,PC,69.0,7.5
LEAGUE OF EVIL,SWITCH,64.0,6.1
LEAGUE OF LEGENDS,PC,78.0,5.0
LEAGUE OF WAR: VR ARENA,PLAYSTATION,,5.0
LEAP OF FATE,PC,80.0,7.1
LEEDMEES,XBOX,60.0,6.2
LEFT 4 DEAD,PC,89.0,9.0
LEFT 4 DEAD,XBOX,89.0,7.9
LEFT 4 DEAD 2,PC,89.0,8.4
LEFT 4 DEAD 2,XBOX,89.0,8.5
LEFT 4 DEAD 2: THE PASSING,PC,75.0,7.5
LEFT 4 DEAD 2: THE PASSING,XBOX,74.0,8.2
LEFT 4 DEAD: CRASH COURSE,XBOX,76.0,7.5
LEFT ALIVE,PLAYSTATION,,8.2
LEFT BEHIND: ETERNAL FORCES,PC,,
LEFT BRAIN RIGHT BRAIN,DS,50.0,
LEGACY OF KAIN: DEFIANCE,PC,70.0,8.6
LEGACY OF KAIN: DEFIANCE,PLAYSTATION,75.0,8.8
LEGACY OF KAIN: DEFIANCE,XBOX,74.0,8.0
LEGACY OF KAIN: SOUL REAVER,PLAYSTATION,91.0,9.0
LEGACY OF KAIN: SOUL REAVER 2,PC,77.0,8.8
LEGACY OF YS: BOOKS I & II,DS,67.0,5.8
LEGACY: DARK SHADOWS,PC,,
LEGAIA 2: DUEL SAGA,PLAYSTATION,67.0,8.2
LEGASISTA,PLAYSTATION,68.0,6.7
LEGEND OF DUNGEON,PC,62.0,7.5
LEGEND OF GRIMROCK,PC,82.0,8.1
LEGEND OF GRIMROCK II,PC,85.0,8.1
LEGEND OF KAY,PLAYSTATION,72.0,7.6
LEGEND OF KAY ANNIVERSARY,PC,64.0,6.7
LEGEND OF KAY ANNIVERSARY,PLAYSTATION,62.0,5.9
LEGEND OF KAY ANNIVERSARY,SWITCH,54.0,5.3
LEGEND OF KAY ANNIVERSARY,WII,67.0,7.1
LEGEND OF KEEPERS: CAREER OF A DUNGEON MANAGER,PC,76.0,7.0
LEGEND OF MANA REMASTERED,PLAYSTATION,72.0,6.8
LEGEND OF MANA REMASTERED,SWITCH,71.0,7.5
LEGEND OF THE DRAGON,PLAYSTATION,,6.2
LEGEND OF THE DRAGON,WII,,
LEGEND OF THE GUARDIANS: THE OWLS OF GA'HOOLE,PLAYSTATION,62.0,7.2
LEGEND OF THE GUARDIANS: THE OWLS OF GA'HOOLE,XBOX,60.0,7.7
LEGEND OF THE NORTH: KONUNG,PC,,6.3
LEGEND: HAND OF GOD,PC,57.0,5.5
LEGENDARY,PC,50.0,6.4
LEGENDARY,PLAYSTATION,50.0,7.2
LEGENDARY,XBOX,,7.0
LEGENDARY ELEVEN,SWITCH,54.0,6.0
LEGENDARY GARY,PC,78.0,
LEGENDS OF EISENWALD,PC,71.0,7.7
LEGENDS OF MIGHT AND MAGIC,PC,53.0,7.6
LEGENDS OF PEGASUS,PC,,
LEGENDS OF RUNETERRA,PC,87.0,6.7
LEGENDS OF WAR: PATTON'S CAMPAIGN,PLAYSTATION,79.0,8.4
LEGENDS OF WRESTLING,AUTRE,50.0,6.8
LEGENDS OF WRESTLING,PLAYSTATION,55.0,7.9
LEGENDS OF WRESTLING,XBOX,65.0,6.5
LEGENDS OF WRESTLING II,AUTRE,59.0,
LEGENDS OF WRESTLING II,GB,,
LEGENDS OF WRESTLING II,PLAYSTATION,59.0,6.1
LEGENDS OF WRESTLING II,XBOX,62.0,
LEGION,PC,59.0,6.9
LEGION ARENA,PC,65.0,7.9
LEGION: THE LEGEND OF EXCALIBUR,PLAYSTATION,51.0,6.5
LEGIONS OF STEEL,PC,64.0,
LEGO BATMAN 2: DC SUPER HEROES,PLAYSTATION,71.5,6.8
LEGO BATMAN 2: DC SUPER HEROES,WII,77.0,7.5
LEGO BATMAN 2: DC SUPER HEROES,XBOX,79.0,6.9
LEGO BATMAN 3: BEYOND GOTHAM,PLAYSTATION,73.0,6.9
LEGO BATMAN 3: BEYOND GOTHAM,XBOX,74.0,7.1
LEGO BATMAN: THE VIDEOGAME,DS,72.0,7.8
LEGO BATMAN: THE VIDEOGAME,PC,80.0,7.0
LEGO BATMAN: THE VIDEOGAME,PLAYSTATION,76.0,7.65
LEGO BATMAN: THE VIDEOGAME,WII,74.0,7.7
LEGO BATMAN: THE VIDEOGAME,XBOX,76.0,6.9
LEGO BATTLES,DS,65.0,8.6
LEGO BATTLES: NINJAGO,DS,59.0,8.4
LEGO BRAWLS,PLAYSTATION,,
LEGO BRICKTALES,PC,75.0,5.8
LEGO BRICKTALES,PLAYSTATION,69.0,
LEGO BRICKTALES,SWITCH,70.0,
LEGO BRICKTALES,XBOX,72.0,
LEGO BUILDER'S JOURNEY,PC,79.0,6.6
LEGO BUILDER'S JOURNEY,SWITCH,76.0,7.6
LEGO CITY UNDERCOVER,PLAYSTATION,77.0,7.4
LEGO CITY UNDERCOVER,SWITCH,78.0,7.8
LEGO CITY UNDERCOVER,WII,80.0,8.2
LEGO CITY UNDERCOVER,XBOX,77.0,7.2
LEGO CITY UNDERCOVER: THE CHASE BEGINS,DS,62.0,6.7
LEGO DC SUPER-VILLAINS,PLAYSTATION,74.0,6.5
LEGO DC SUPER-VILLAINS,SWITCH,75.0,7.7
LEGO DC SUPER-VILLAINS,XBOX,72.0,6.2
LEGO DIMENSIONS,PLAYSTATION,80.0,7.2
LEGO DIMENSIONS,XBOX,80.0,7.2
LEGO HARRY POTTER COLLECTION,PLAYSTATION,73.0,7.3
LEGO HARRY POTTER COLLECTION,SWITCH,73.0,7.3
LEGO HARRY POTTER COLLECTION,XBOX,73.0,7.4
LEGO HARRY POTTER: YEARS 1-4,DS,72.0,6.8
LEGO HARRY POTTER: YEARS 1-4,PC,79.0,7.5
LEGO HARRY POTTER: YEARS 1-4,PLAYSTATION,79.0,7.6
LEGO HARRY POTTER: YEARS 1-4,WII,79.0,7.7
LEGO HARRY POTTER: YEARS 1-4,XBOX,79.0,7.9
LEGO HARRY POTTER: YEARS 5-7,DS,71.0,6.4
LEGO HARRY POTTER: YEARS 5-7,PLAYSTATION,70.0,7.25
LEGO HARRY POTTER: YEARS 5-7,WII,76.0,7.5
LEGO HARRY POTTER: YEARS 5-7,XBOX,77.0,7.8
LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,PC,66.0,7.2
LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,PLAYSTATION,70.0,7.2
LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,WII,72.0,6.2
LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,XBOX,71.0,7.5
LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,DS,80.0,7.9
LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,PC,78.0,7.6
LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,PLAYSTATION,76.66666666666667,7.866666666666667
LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,WII,78.0,6.8
LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,XBOX,77.0,7.7
LEGO JURASSIC WORLD,PC,72.0,7.5
LEGO JURASSIC WORLD,PLAYSTATION,70.0,7.1
LEGO JURASSIC WORLD,SWITCH,71.0,7.5
LEGO JURASSIC WORLD,XBOX,70.0,6.8
LEGO MARVEL SUPER HEROES,PC,78.0,8.1
LEGO MARVEL SUPER HEROES,PLAYSTATION,82.5,7.75
LEGO MARVEL SUPER HEROES,SWITCH,79.0,
LEGO MARVEL SUPER HEROES,WII,82.0,8.1
LEGO MARVEL SUPER HEROES,XBOX,80.0,7.9
LEGO MARVEL SUPER HEROES 2,PLAYSTATION,73.0,7.0
LEGO MARVEL SUPER HEROES 2,SWITCH,76.0,7.0
LEGO MARVEL SUPER HEROES 2,XBOX,74.0,7.3
LEGO MARVEL'S AVENGERS,PLAYSTATION,71.0,7.1
LEGO MARVEL'S AVENGERS,XBOX,71.0,6.2
LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,DS,71.0,7.0
LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,PC,73.0,7.2
LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,PLAYSTATION,73.0,7.4
LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,WII,73.0,7.4
LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,XBOX,73.0,7.3
LEGO ROCK BAND,DS,80.0,7.9
LEGO ROCK BAND,PLAYSTATION,75.0,7.7
LEGO ROCK BAND,WII,70.0,6.9
LEGO ROCK BAND,XBOX,71.0,7.2
LEGO SOCCER MANIA,PLAYSTATION,61.0,8.6
LEGO STAR WARS,AUTRE,79.0,7.8
LEGO STAR WARS,GB,75.0,7.8
LEGO STAR WARS,PC,77.0,7.1
LEGO STAR WARS,PLAYSTATION,78.0,6.7
LEGO STAR WARS,XBOX,76.0,5.2
LEGO STAR WARS II: THE ORIGINAL TRILOGY,AUTRE,84.0,8.6
LEGO STAR WARS II: THE ORIGINAL TRILOGY,DS,,5.0
LEGO STAR WARS II: THE ORIGINAL TRILOGY,PC,86.0,8.2
LEGO STAR WARS II: THE ORIGINAL TRILOGY,PLAYSTATION,83.5,8.5
LEGO STAR WARS II: THE ORIGINAL TRILOGY,XBOX,83.0,8.25
LEGO STAR WARS III: THE CLONE WARS,DS,66.5,6.05
LEGO STAR WARS III: THE CLONE WARS,PC,76.0,7.7
LEGO STAR WARS III: THE CLONE WARS,PLAYSTATION,76.0,7.5
LEGO STAR WARS III: THE CLONE WARS,WII,76.0,7.8
LEGO STAR WARS III: THE CLONE WARS,XBOX,75.0,7.6
LEGO STAR WARS: THE COMPLETE SAGA,DS,80.0,6.5
LEGO STAR WARS: THE COMPLETE SAGA,PLAYSTATION,80.0,7.3
LEGO STAR WARS: THE COMPLETE SAGA,WII,80.0,8.7
LEGO STAR WARS: THE COMPLETE SAGA,XBOX,80.0,8.1
LEGO STAR WARS: THE FORCE AWAKENS,PC,72.0,7.4
LEGO STAR WARS: THE FORCE AWAKENS,PLAYSTATION,78.0,7.4
LEGO STAR WARS: THE FORCE AWAKENS,XBOX,76.0,6.8
LEGO STAR WARS: THE SKYWALKER SAGA,PC,78.0,7.4
LEGO STAR WARS: THE SKYWALKER SAGA,PLAYSTATION,82.0,8.0
LEGO STAR WARS: THE SKYWALKER SAGA,SWITCH,82.0,7.3
LEGO STAR WARS: THE SKYWALKER SAGA,XBOX,82.0,8.0
LEGO THE HOBBIT,PLAYSTATION,72.0,6.6
LEGO THE HOBBIT,XBOX,69.0,7.0
LEGO THE INCREDIBLES,PLAYSTATION,69.0,5.5
LEGO THE INCREDIBLES,SWITCH,65.0,7.3
LEGO THE INCREDIBLES,XBOX,74.0,6.9
LEGO THE LORD OF THE RINGS,PLAYSTATION,68.0,6.9
LEGO THE LORD OF THE RINGS,XBOX,80.0,8.3
LEGO UNIVERSE,PC,70.0,7.6
LEGO WORLDS,PC,71.0,6.6
LEGO WORLDS,PLAYSTATION,66.0,6.4
LEGO WORLDS,SWITCH,59.0,6.9
LEGO WORLDS,XBOX,69.0,6.8
LEGRAND LEGACY: TALE OF THE FATEBOUNDS,PC,67.0,6.7
LEGRAND LEGACY: TALE OF THE FATEBOUNDS,SWITCH,67.0,6.1
LEISURE SUIT LARRY: BOX OFFICE BUST,PC,,
LEISURE SUIT LARRY: BOX OFFICE BUST,PLAYSTATION,,
LEISURE SUIT LARRY: BOX OFFICE BUST,XBOX,,
LEISURE SUIT LARRY: MAGNA CUM LAUDE,PC,59.0,5.2
LEISURE SUIT LARRY: MAGNA CUM LAUDE,PLAYSTATION,60.0,6.6
LEISURE SUIT LARRY: MAGNA CUM LAUDE,XBOX,62.0,6.6
LEISURE SUIT LARRY: RELOADED,PC,56.0,8.2
LEISURE SUIT LARRY: WET DREAMS DON'T DRY,PC,72.0,6.8
LEISURE SUIT LARRY: WET DREAMS DON'T DRY,PLAYSTATION,71.0,6.8
LEISURE SUIT LARRY: WET DREAMS DON'T DRY,SWITCH,52.0,5.5
LEISURE SUIT LARRY: WET DREAMS DRY TWICE,PC,73.0,6.4
LEMMA,PC,73.0,7.4
LEMMINGS,PLAYSTATION,67.5,7.300000000000001
LEMMINGS TOUCH,PLAYSTATION,63.0,6.7
LEMNIS GATE,PC,75.0,7.2
LEMNIS GATE,PLAYSTATION,78.0,6.0
LEMNIS GATE,XBOX,78.0,
LEMONY SNICKET'S A SERIES OF UNFORTUNATE EVENTS,GB,72.0,8.0
LEMONY SNICKET'S A SERIES OF UNFORTUNATE EVENTS,PC,64.0,6.2
LEMONY SNICKET'S A SERIES OF UNFORTUNATE EVENTS,PLAYSTATION,63.0,6.1
LEMONY SNICKET'S A SERIES OF UNFORTUNATE EVENTS,XBOX,70.0,7.2
LEO'S FORTUNE,XBOX,72.0,6.4
LET IT DIE,PLAYSTATION,72.0,7.1
LET'S BUILD A ZOO,SWITCH,74.0,
LET'S CATCH,WII,63.0,
LET'S GOLF 3D,DS,62.0,6.4
LET'S SING QUEEN,PLAYSTATION,77.0,
LET'S TAP,WII,70.0,6.7
LETHAL LEAGUE,PC,82.0,7.6
LETHAL SKIES ELITE PILOT: TEAM SW,PLAYSTATION,59.0,
LETHAL SKIES II,PLAYSTATION,73.0,7.3
LETHAL VR,PLAYSTATION,56.0,
LETS FISH! HOOKED ON,PLAYSTATION,,6.5
LETTER QUEST: GRIMM'S JOURNEY REMASTERED,XBOX,77.0,6.0
"LEVEL 22, GARY'S MISADVENTURES",XBOX,68.0,7.1
LEVIATHAN: WARSHIPS,PC,70.0,6.5
LIBERATED,SWITCH,59.0,6.7
LIBERATION MAIDEN,DS,69.0,7.7
LICHDOM: BATTLEMAGE,PC,69.0,6.8
LICHTSPEER,PC,72.0,7.5
LICHTSPEER,PLAYSTATION,67.0,6.6
LICHTSPEER: DOUBLE SPEER EDITION,SWITCH,71.0,7.1
LIFE GOES ON,PC,73.0,7.3
LIFE GOES ON: DONE TO DEATH,PLAYSTATION,77.0,6.9
LIFE IS FEUDAL: YOUR OWN,PC,63.0,5.7
LIFE IS STRANGE,PC,83.0,8.6
LIFE IS STRANGE,PLAYSTATION,85.0,8.6
LIFE IS STRANGE 2,PC,70.0,6.0
LIFE IS STRANGE 2,PLAYSTATION,78.0,6.6
LIFE IS STRANGE 2,SWITCH,74.0,
LIFE IS STRANGE 2: EPISODE 1 - ROADS,PC,80.0,5.9
LIFE IS STRANGE 2: EPISODE 1 - ROADS,PLAYSTATION,81.0,6.4
LIFE IS STRANGE 2: EPISODE 1 - ROADS,XBOX,80.0,5.5
LIFE IS STRANGE 2: EPISODE 2 - RULES,PC,79.0,5.2
LIFE IS STRANGE 2: EPISODE 2 - RULES,PLAYSTATION,73.0,5.0
LIFE IS STRANGE 2: EPISODE 2 - RULES,XBOX,74.0,5.0
LIFE IS STRANGE 2: EPISODE 3 - WASTELANDS,PC,78.0,6.1
LIFE IS STRANGE 2: EPISODE 3 - WASTELANDS,PLAYSTATION,75.0,5.5
LIFE IS STRANGE 2: EPISODE 3 - WASTELANDS,XBOX,73.0,6.4
LIFE IS STRANGE 2: EPISODE 4 - FAITH,PC,82.0,5.1
LIFE IS STRANGE 2: EPISODE 4 - FAITH,PLAYSTATION,77.0,
LIFE IS STRANGE 2: EPISODE 5 - WOLVES,PC,83.0,6.0
LIFE IS STRANGE 2: EPISODE 5 - WOLVES,PLAYSTATION,82.0,6.3
LIFE IS STRANGE REMASTERED COLLECTION,PC,70.0,5.5
LIFE IS STRANGE: ARCADIA BAY COLLECTION,SWITCH,67.0,
LIFE IS STRANGE: BEFORE THE STORM,PC,77.0,8.0
LIFE IS STRANGE: BEFORE THE STORM,PLAYSTATION,77.0,8.0
LIFE IS STRANGE: BEFORE THE STORM - EPISODE 1: AWAKE,PC,80.0,7.5
LIFE IS STRANGE: BEFORE THE STORM - EPISODE 1: AWAKE,PLAYSTATION,78.0,7.4
LIFE IS STRANGE: BEFORE THE STORM - EPISODE 1: AWAKE,XBOX,79.0,7.9
LIFE IS STRANGE: BEFORE THE STORM - EPISODE 2: BRAVE NEW WORLD,PLAYSTATION,79.0,7.8
LIFE IS STRANGE: BEFORE THE STORM - EPISODE 3: HELL IS EMPTY,PC,75.0,6.4
LIFE IS STRANGE: BEFORE THE STORM - EPISODE 3: HELL IS EMPTY,PLAYSTATION,77.0,7.3
LIFE IS STRANGE: BEFORE THE STORM - EPISODE 3: HELL IS EMPTY,XBOX,81.0,7.6
LIFE IS STRANGE: BEFORE THE STORM - FAREWELL,PLAYSTATION,80.0,7.7
LIFE IS STRANGE: EPISODE 1 - CHRYSALIS,PC,77.0,8.5
LIFE IS STRANGE: EPISODE 1 - CHRYSALIS,PLAYSTATION,75.0,8.1
LIFE IS STRANGE: EPISODE 1 - CHRYSALIS,XBOX,77.0,8.3
LIFE IS STRANGE: EPISODE 2 - OUT OF TIME,PC,77.0,8.7
LIFE IS STRANGE: EPISODE 2 - OUT OF TIME,PLAYSTATION,78.0,8.2
LIFE IS STRANGE: EPISODE 2 - OUT OF TIME,XBOX,73.0,8.2
LIFE IS STRANGE: EPISODE 3 - CHAOS THEORY,PC,80.0,8.7
LIFE IS STRANGE: EPISODE 3 - CHAOS THEORY,PLAYSTATION,81.0,8.1
LIFE IS STRANGE: EPISODE 3 - CHAOS THEORY,XBOX,80.0,8.4
LIFE IS STRANGE: EPISODE 4 - DARK ROOM,PC,76.0,8.6
LIFE IS STRANGE: EPISODE 4 - DARK ROOM,PLAYSTATION,81.0,8.4
LIFE IS STRANGE: EPISODE 4 - DARK ROOM,XBOX,74.0,8.4
LIFE IS STRANGE: EPISODE 5 - POLARIZED,PC,83.0,8.3
LIFE IS STRANGE: EPISODE 5 - POLARIZED,PLAYSTATION,81.0,8.2
LIFE IS STRANGE: EPISODE 5 - POLARIZED,XBOX,80.0,8.3
LIFE IS STRANGE: TRUE COLORS,PC,81.0,6.7
LIFE IS STRANGE: TRUE COLORS,PLAYSTATION,82.0,6.9
LIFE IS STRANGE: TRUE COLORS,SWITCH,78.0,7.5
LIFE IS STRANGE: TRUE COLORS,XBOX,84.0,6.2
LIFE IS STRANGE: TRUE COLORS - WAVELENGTHS,PLAYSTATION,79.0,6.2
LIFELESS PLANET,PC,59.0,6.4
LIFELESS PLANET: PREMIER EDITION,PLAYSTATION,60.0,
LIFELESS PLANET: PREMIER EDITION,XBOX,57.0,6.9
LIFELINE,PLAYSTATION,61.0,8.4
LIFESIGNS: SURGICAL UNIT,DS,61.0,8.2
LIGHT,PC,,5.1
LIGHT FALL,PC,69.0,6.8
LIGHT FALL,SWITCH,72.0,7.3
LIGHT TRACER,PLAYSTATION,68.0,6.3
LIGHTMATTER,PC,73.0,7.7
LIGHTNING RETURNS: FINAL FANTASY XIII,PC,66.0,6.8
LIGHTNING RETURNS: FINAL FANTASY XIII,PLAYSTATION,66.0,6.1
LIGHTNING RETURNS: FINAL FANTASY XIII,XBOX,69.0,6.6
LIKE A DRAGON: ISHIN!,PC,80.0,7.9
LIKE A DRAGON: ISHIN!,PLAYSTATION,81.0,7.8
LIKE A DRAGON: ISHIN!,XBOX,78.0,7.7
LIL GATOR GAME,SWITCH,84.0,7.8
LILA'S SKY ARK,SWITCH,57.0,
LILLY LOOKING THROUGH,PC,71.0,6.6
LILT LINE,WII,64.0,8.4
LIMBO,PC,88.0,8.1
LIMBO,PLAYSTATION,90.0,8.0
LIMBO,SWITCH,83.0,8.2
LIMBO,XBOX,90.0,8.4
LINE OF SIGHT: VIETNAM,PC,68.0,7.2
LINE RIDER 2: UNBOUND,DS,59.0,5.6
LINE RIDER 2: UNBOUND,WII,62.0,6.4
LINEAGE II: THE CHAOTIC CHRONICLE,PC,62.0,6.9
LINELIGHT,PLAYSTATION,77.0,5.5
LINK'S CROSSBOW TRAINING,WII,68.0,7.1
LINKS 2001,PC,86.0,6.4
LINKS 2003,PC,82.0,6.9
LINKS 2004,XBOX,80.0,8.5
LIONHEART: KINGS' CRUSADE,PC,71.0,7.1
LIONHEART: LEGACY OF THE CRUSADER,PC,57.0,7.5
LIPS,XBOX,71.0,7.3
LIPS: NUMBER ONE HITS,XBOX,70.0,7.4
LIPS: PARTY CLASSICS,XBOX,69.0,
LISA,PC,77.0,8.7
LIT,WII,74.0,7.5
LITTLE BIG WORKSHOP,PC,77.0,7.6
LITTLE DEVIANTS,PLAYSTATION,57.0,5.4
LITTLE DRAGONS CAFE,PLAYSTATION,57.0,
LITTLE DRAGONS CAFE,SWITCH,70.0,6.9
LITTLE FRIENDS: DOGS & CATS,SWITCH,53.0,
LITTLE INFERNO,PC,68.0,7.5
LITTLE INFERNO,SWITCH,71.0,7.0
LITTLE INFERNO,WII,79.0,7.5
LITTLE KING'S STORY,PC,62.0,8.5
LITTLE KING'S STORY,WII,87.0,8.6
LITTLE LEAGUE WORLD SERIES BASEBALL 2008,WII,70.0,8.0
LITTLE NIGHTMARES,PC,81.0,8.1
LITTLE NIGHTMARES,PLAYSTATION,78.0,8.1
LITTLE NIGHTMARES,XBOX,83.0,8.1
LITTLE NIGHTMARES II,PC,83.0,8.3
LITTLE NIGHTMARES II,PLAYSTATION,82.0,8.6
LITTLE NIGHTMARES II,SWITCH,82.0,8.1
LITTLE NIGHTMARES II,XBOX,79.0,8.2
LITTLE NIGHTMARES: COMPLETE EDITION,SWITCH,79.0,8.0
LITTLE NIGHTMARES: THE DEPTHS,PLAYSTATION,62.0,6.2
LITTLE ORPHEUS,PC,67.0,6.0
LITTLE ORPHEUS,PLAYSTATION,68.0,
LITTLE ORPHEUS,SWITCH,65.0,
LITTLE RED LIE,PLAYSTATION,77.0,
LITTLE RED RIDING HOOD'S ZOMBIE BBQ,DS,68.0,7.7
LITTLE TOWN HERO,SWITCH,64.0,
LITTLE WITCH ACADEMIA: CHAMBER OF TIME,PLAYSTATION,58.0,6.6
LITTLE WITCH NOBETA,PLAYSTATION,65.0,
LITTLEBIGPLANET,PLAYSTATION,91.0,7.35
LITTLEBIGPLANET 2,PLAYSTATION,91.0,8.6
LITTLEBIGPLANET 3,PLAYSTATION,79.0,7.1
LITTLEBIGPLANET KARTING,PLAYSTATION,73.0,7.1
LITTLEBIGPLANET PS VITA,PLAYSTATION,88.0,8.5
LITTLEWOOD,SWITCH,81.0,8.0
LIVE A LIVE,SWITCH,81.0,7.4
LIVELOCK,PC,73.0,7.6
LIVELOCK,PLAYSTATION,69.0,6.8
LIVELOCK,XBOX,77.0,6.6
LOADING HUMAN: CHAPTER 1,PLAYSTATION,53.0,6.4
LOADOUT,PC,72.0,7.3
LOADOUT,PLAYSTATION,59.0,5.9
LOCK ON: MODERN AIR COMBAT,PC,76.0,7.4
LOCK'S QUEST,DS,80.0,8.4
LOCOCYCLE,XBOX,,
LOCOROCO,PLAYSTATION,81.0,7.699999999999999
LOCOROCO 2,PLAYSTATION,85.0,7.9
LOCOROCO 2 REMASTERED,PLAYSTATION,79.0,6.1
LOCOROCO COCORECCHO!,PLAYSTATION,72.0,5.7
LOCOROCO MIDNIGHT CARNIVAL,PLAYSTATION,73.0,7.2
LODE RUNNER,XBOX,76.0,7.2
LODE RUNNER LEGACY,SWITCH,74.0,7.5
LOKI,PC,61.0,5.7
LOL: NEVER PARTY ALONE!,DS,56.0,
LOLLIPOP CHAINSAW,PLAYSTATION,67.0,7.3
LOLLIPOP CHAINSAW,XBOX,70.0,7.0
LONDON 2012 - THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,PLAYSTATION,66.0,6.4
LONDON 2012 - THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,XBOX,64.0,6.6
LONDON DETECTIVE MYSTERIA,PLAYSTATION,68.0,5.5
LONE ECHO,PC,89.0,8.0
LONE ECHO II,PC,78.0,7.4
LONE RUIN,PC,62.0,
LONE RUIN,SWITCH,69.0,5.0
LONE SURVIVOR,PC,81.0,7.4
LONE SURVIVOR: THE DIRECTOR'S CUT,PLAYSTATION,82.5,7.9
LONE SURVIVOR: THE DIRECTOR'S CUT,WII,76.0,8.0
LONELY MOUNTAINS: DOWNHILL,SWITCH,84.0,7.5
LOONEY TUNES RACING,PLAYSTATION,71.0,7.1
LOONEY TUNES: ACME ARSENAL,PLAYSTATION,,5.1
LOONEY TUNES: ACME ARSENAL,WII,,5.8
LOONEY TUNES: ACME ARSENAL,XBOX,,7.1
LOONEY TUNES: BACK IN ACTION,GB,,5.5
LOONEY TUNES: BACK IN ACTION,PLAYSTATION,51.0,7.6
LOONEY TUNES: CARTOON CONDUCTOR,DS,67.0,
LOONEY TUNES: DUCK AMUCK,DS,66.0,8.0
LOONEY TUNES: SHEEP RAIDER,PLAYSTATION,72.0,8.7
LOONEY TUNES: SPACE RACE,AUTRE,83.0,8.3
LOONEY TUNES: SPACE RACE,PLAYSTATION,62.0,7.0
LOONS - THE FIGHT FOR FAME,XBOX,,
LOOP HERO,PC,82.0,8.0
LOOP HERO,SWITCH,84.0,7.5
LOOPMANCER,PC,74.0,7.4
LOOT RASCALS,PC,71.0,7.1
LOOT RASCALS,PLAYSTATION,71.0,5.4
LOOT RIVER,PC,72.0,
LOOT RIVER,XBOX,66.0,5.2
LORD OF ARCANA,PLAYSTATION,53.0,7.0
LORD OF MAGNA: MAIDEN HEAVEN,DS,68.0,7.6
LORDS OF EVERQUEST,PC,62.0,8.4
LORDS OF FOOTBALL,PC,52.0,6.3
LORDS OF THE FALLEN,PC,73.0,6.7
LORDS OF THE FALLEN,PLAYSTATION,68.0,6.3
LORDS OF THE FALLEN,XBOX,71.0,6.6
LORDS OF THE REALM III,PC,65.0,
LORDS OF XULIMA,PC,71.0,7.8
LOST ARK,PC,81.0,5.2
LOST CITIES,XBOX,66.0,6.8
LOST DIMENSION,PLAYSTATION,71.5,7.5
LOST EIDOLONS,PC,75.0,8.3
LOST EMBER,PC,78.0,7.5
LOST EMBER,PLAYSTATION,70.0,7.0
LOST EMBER,SWITCH,62.0,
LOST EMPIRE: IMMORTALS,PC,58.0,6.8
LOST GRIMOIRES: STOLEN KINGDOM,XBOX,63.0,
LOST HORIZON,PC,77.0,7.5
LOST IN BLUE,DS,69.0,7.6
LOST IN BLUE 2,DS,58.0,9.0
