Name,Platform,Test_MC,Players_MC
LOST IN BLUE 3,DS,59.0,6.8
LOST IN BLUE: SHIPWRECKED,WII,54.0,6.0
LOST IN HARMONY,SWITCH,63.0,6.2
LOST IN PLAY,PC,82.0,7.6
LOST IN PLAY,SWITCH,82.0,7.3
LOST IN RANDOM,PC,78.0,6.8
LOST IN RANDOM,PLAYSTATION,79.0,7.35
LOST IN RANDOM,SWITCH,78.0,7.5
LOST IN RANDOM,XBOX,74.0,7.9
LOST IN SHADOW,WII,68.0,8.7
LOST JUDGMENT,PLAYSTATION,82.0,8.4
LOST JUDGMENT,XBOX,80.0,8.2
LOST JUDGMENT: THE KAITO FILES,PLAYSTATION,76.0,7.8
LOST KINGDOMS,AUTRE,72.0,8.3
LOST KINGDOMS II,AUTRE,68.0,8.4
LOST MAGIC,DS,68.0,8.0
LOST ODYSSEY,XBOX,78.0,8.4
LOST ORBIT,PLAYSTATION,77.0,7.1
LOST PLANET 2,PC,63.0,6.2
LOST PLANET 2,PLAYSTATION,68.0,6.9
LOST PLANET 2,XBOX,68.0,6.2
LOST PLANET 3,PC,61.0,6.1
LOST PLANET 3,PLAYSTATION,61.0,5.8
LOST PLANET 3,XBOX,58.0,5.8
LOST PLANET: EXTREME CONDITION,PC,66.0,7.2
LOST PLANET: EXTREME CONDITION,PLAYSTATION,67.0,6.9
LOST PLANET: EXTREME CONDITION,XBOX,79.0,7.1
LOST PLANET: EXTREME CONDITION COLONIES EDITION,PC,70.0,7.1
LOST PLANET: EXTREME CONDITION COLONIES EDITION,XBOX,78.0,8.1
LOST RUINS,PC,59.0,7.4
LOST SEA,PLAYSTATION,59.0,6.2
LOST SEA,XBOX,59.0,6.3
LOST SPHEAR,PC,69.0,6.5
LOST SPHEAR,PLAYSTATION,68.0,6.9
LOST SPHEAR,SWITCH,69.0,7.2
LOST WORDS: BEYOND THE PAGE,PC,75.0,8.1
LOST WORDS: BEYOND THE PAGE,PLAYSTATION,74.0,7.7
LOST WORDS: BEYOND THE PAGE,SWITCH,78.0,8.0
LOST: VIA DOMUS,PC,52.0,7.0
LOST: VIA DOMUS,PLAYSTATION,54.0,6.4
LOST: VIA DOMUS,XBOX,55.0,6.3
LOSTWINDS,WII,81.0,
LOSTWINDS: WINTER OF THE MELODIAS,WII,86.0,
LOUD,SWITCH,72.0,
LOVECRAFT'S UNTOLD STORIES 2,PC,56.0,
LOVELY PLANET,XBOX,65.0,6.0
LOVER PRETEND,SWITCH,77.0,
LOVERS IN A DANGEROUS SPACETIME,PC,80.0,7.6
LOVERS IN A DANGEROUS SPACETIME,PLAYSTATION,82.0,7.0
LOVERS IN A DANGEROUS SPACETIME,SWITCH,84.0,8.1
LOVERS IN A DANGEROUS SPACETIME,XBOX,82.0,7.3
LOWRIDER,PLAYSTATION,,8.0
LUCHA FURY,XBOX,,5.9
LUCHA LIBRE AAA HEROES DEL RING,XBOX,,6.9
LUCIDITY,PC,59.0,
LUCIDITY,XBOX,63.0,7.6
LUCIUS,PC,59.0,6.0
LUCIUS II,PC,,
LUCKSLINGER,PC,76.0,6.4
LUCKY'S TALE,PC,66.0,5.4
LUFIA: CURSE OF THE SINISTRALS,DS,80.0,7.8
LUFIA: THE RUINS OF LORE,GB,76.0,8.3
LUFTRAUSERS,PC,80.0,7.0
LUFTRAUSERS,PLAYSTATION,81.5,7.35
LUIGI'S MANSION,AUTRE,78.0,8.6
LUIGI'S MANSION,DS,74.0,8.1
LUIGI'S MANSION 3,SWITCH,86.0,8.4
LUIGI'S MANSION: DARK MOON,DS,86.0,8.4
LUME,PC,69.0,
LUMINES,PLAYSTATION,89.0,6.8
LUMINES II,PLAYSTATION,81.0,7.8
LUMINES LIVE!,XBOX,77.0,7.7
LUMINES PLUS,PLAYSTATION,73.0,
LUMINES REMASTERED,PLAYSTATION,80.0,5.8
LUMINES REMASTERED,SWITCH,83.0,8.1
LUMINES REMASTERED,XBOX,81.0,6.8
LUMINES SUPERNOVA,PLAYSTATION,80.0,8.1
LUMINES: ELECTRONIC SYMPHONY,PLAYSTATION,83.0,7.9
LUMINO CITY,PC,70.0,7.8
LUMINOUS ARC,DS,70.0,7.0
LUMINOUS ARC 2,DS,73.0,8.3
LUMO,PC,77.0,6.4
LUMO,PLAYSTATION,73.0,5.8
LUMO,SWITCH,77.0,7.3
LUNA THE SHADOW DUST,PC,75.0,7.0
LUNAR 2: ETERNAL BLUE COMPLETE,PLAYSTATION,86.0,8.7
LUNAR KNIGHTS,DS,82.0,7.8
LUNAR LEGEND,GB,79.0,7.8
LUNAR: DRAGON SONG,DS,59.0,5.2
LUNAR: SILVER STAR HARMONY,PLAYSTATION,80.0,8.1
LUNAR: SILVER STAR STORY COMPLETE,PLAYSTATION,78.0,8.6
LUNARK,SWITCH,75.0,
LUNISTICE,SWITCH,82.0,
LUPIN THE 3RD: TREASURE OF THE SORCERER KING,PLAYSTATION,67.0,7.2
LUST FOR DARKNESS,PC,50.0,5.5
LUST FROM BEYOND,PC,61.0,6.7
LUX-PAIN,DS,,6.2
LUXOR 2,XBOX,70.0,7.3
LUXOR: THE WRATH OF SET,PLAYSTATION,60.0,6.0
LYDIA,SWITCH,68.0,6.5
M.A.C.H. MODIFIED AIR COMBAT HEROES,PLAYSTATION,65.0,8.1
MABLE & THE WOOD,PC,62.0,
MABOSHI'S ARCADE,WII,85.0,7.9
MACE GRIFFIN BOUNTY HUNTER,PLAYSTATION,62.0,8.7
MACE GRIFFIN BOUNTY HUNTER,XBOX,64.0,7.8
MACHIAVILLAIN,PC,65.0,
MACHINARIUM,PC,85.0,8.6
MAD DASH RACING,XBOX,65.0,7.5
MAD MAESTRO!,PLAYSTATION,65.0,8.5
MAD MAX,PC,73.0,7.9
MAD MAX,PLAYSTATION,69.0,7.9
MAD MAX,XBOX,72.0,8.0
MAD RAT DEAD,SWITCH,79.0,8.0
MAD RIDERS,PLAYSTATION,71.0,5.7
MAD RIDERS,XBOX,64.0,7.1
MAD TRACKS,XBOX,62.0,7.1
MADAGASCAR,AUTRE,70.0,8.2
MADAGASCAR,PLAYSTATION,69.0,7.6
MADAGASCAR,XBOX,71.0,7.8
MADBALLS IN BABO: INVASION,XBOX,68.0,8.5
MADDEN NFL 06,AUTRE,86.0,8.0
MADDEN NFL 06,DS,66.0,6.3
MADDEN NFL 06,GB,71.0,
MADDEN NFL 06,PC,78.0,6.8
MADDEN NFL 06,PLAYSTATION,81.5,7.95
MADDEN NFL 06,XBOX,80.0,6.8
MADDEN NFL 07,AUTRE,82.0,7.8
MADDEN NFL 07,DS,70.0,6.5
MADDEN NFL 07,PC,80.0,7.3
MADDEN NFL 07,PLAYSTATION,79.33333333333333,7.550000000000001
MADDEN NFL 07,WII,81.0,8.1
MADDEN NFL 07,XBOX,81.5,6.75
MADDEN NFL 08,DS,71.0,8.2
MADDEN NFL 08,PLAYSTATION,78.0,7.466666666666666
MADDEN NFL 08,WII,76.0,7.2
MADDEN NFL 08,XBOX,85.0,7.1
MADDEN NFL 09,PLAYSTATION,76.5,6.0
MADDEN NFL 09,XBOX,83.0,6.8
MADDEN NFL 09 ALL-PLAY,WII,82.0,7.1
MADDEN NFL 10,PLAYSTATION,85.0,6.8
MADDEN NFL 10,WII,77.0,7.1
MADDEN NFL 10,XBOX,85.0,6.2
MADDEN NFL 11,PLAYSTATION,83.0,6.2
MADDEN NFL 11,XBOX,84.0,5.9
MADDEN NFL 12,PLAYSTATION,79.0,5.7
MADDEN NFL 12,XBOX,78.0,6.2
MADDEN NFL 13,PLAYSTATION,83.0,5.5
MADDEN NFL 13,WII,75.0,7.0
MADDEN NFL 13,XBOX,81.0,5.8
MADDEN NFL 15,PLAYSTATION,81.0,6.0
MADDEN NFL 15,XBOX,80.0,6.3
MADDEN NFL 16,PLAYSTATION,83.0,5.7
MADDEN NFL 16,XBOX,84.0,6.0
MADDEN NFL 17,PLAYSTATION,82.0,
MADDEN NFL 17,XBOX,83.0,5.4
MADDEN NFL 18,PLAYSTATION,82.0,
MADDEN NFL 18,XBOX,82.0,
MADDEN NFL 19,PLAYSTATION,80.0,
MADDEN NFL 19,XBOX,81.0,
MADDEN NFL 20,PLAYSTATION,76.0,
MADDEN NFL 20,XBOX,79.0,
MADDEN NFL 2001,PC,78.0,5.8
MADDEN NFL 2001,PLAYSTATION,90.5,7.15
MADDEN NFL 2002,AUTRE,89.0,5.2
MADDEN NFL 2002,PC,71.0,6.7
MADDEN NFL 2002,PLAYSTATION,91.0,7.3
MADDEN NFL 2002,XBOX,90.0,7.6
MADDEN NFL 2003,AUTRE,92.0,7.2
MADDEN NFL 2003,PC,89.0,7.1
MADDEN NFL 2003,PLAYSTATION,95.0,7.6
MADDEN NFL 2003,XBOX,92.0,7.1
MADDEN NFL 2004,AUTRE,94.0,7.0
MADDEN NFL 2004,GB,70.0,6.6
MADDEN NFL 2004,PC,91.0,7.1
MADDEN NFL 2004,PLAYSTATION,94.0,8.2
MADDEN NFL 2004,XBOX,92.0,7.6
MADDEN NFL 2005,AUTRE,90.0,5.6
MADDEN NFL 2005,DS,68.0,7.7
MADDEN NFL 2005,GB,79.0,7.8
MADDEN NFL 2005,PC,85.0,6.5
MADDEN NFL 2005,PLAYSTATION,91.0,8.0
MADDEN NFL 2005,XBOX,91.0,7.3
MADDEN NFL 21,PLAYSTATION,63.0,
MADDEN NFL 21,XBOX,69.0,
MADDEN NFL 22,PLAYSTATION,68.0,
MADDEN NFL 22,XBOX,70.0,
MADDEN NFL 23,PLAYSTATION,69.0,
MADDEN NFL 23,XBOX,70.0,
MADDEN NFL 25,PLAYSTATION,75.0,5.3
MADDEN NFL 25,XBOX,76.5,5.75
MADDEN NFL ARCADE,PLAYSTATION,60.0,6.8
MADDEN NFL ARCADE,XBOX,66.0,
MADDEN NFL FOOTBALL,DS,,5.3
MADE IN ABYSS: BINARY STAR FALLING INTO DARKNESS,PLAYSTATION,56.0,
MADE IN ABYSS: BINARY STAR FALLING INTO DARKNESS,SWITCH,64.0,5.9
MADE MAN: CONFESSIONS OF THE FAMILY BLOOD,PC,,6.0
MADE MAN: CONFESSIONS OF THE FAMILY BLOOD,PLAYSTATION,,
MADISON,PC,75.0,8.2
MADISON,PLAYSTATION,72.0,8.1
MADISON,XBOX,75.0,8.0
MADWORLD,WII,81.0,8.6
MAELSTROM: THE BATTLE FOR EARTH BEGINS,PC,58.0,6.3
MAFIA,PC,88.0,9.1
MAFIA,PLAYSTATION,65.0,8.3
MAFIA,XBOX,66.0,8.6
MAFIA II,PC,77.0,8.3
MAFIA II,PLAYSTATION,75.0,8.0
MAFIA II,XBOX,74.0,8.1
MAFIA II: DEFINITIVE EDITION,PC,72.0,5.7
MAFIA II: DEFINITIVE EDITION,PLAYSTATION,56.0,5.8
MAFIA II: DEFINITIVE EDITION,XBOX,66.0,6.4
MAFIA II: JOE'S ADVENTURES,XBOX,61.0,7.0
MAFIA III,PC,62.0,
MAFIA III,PLAYSTATION,68.0,5.4
MAFIA III,XBOX,67.0,5.2
MAFIA: DEFINITIVE EDITION,PC,78.0,6.9
MAFIA: DEFINITIVE EDITION,PLAYSTATION,76.0,6.9
MAFIA: DEFINITIVE EDITION,XBOX,79.0,7.5
MAG,PLAYSTATION,76.0,8.1
MAGE KNIGHT: APOCALYPSE,PC,,5.4
MAGE KNIGHT: DESTINY'S SOLDIER,DS,59.0,6.6
MAGE'S INITIATION: REIGN OF THE ELEMENTS,PC,70.0,7.8
MAGES OF MYSTRALIA,PC,74.0,7.5
MAGES OF MYSTRALIA,PLAYSTATION,73.0,7.2
MAGES OF MYSTRALIA,SWITCH,69.0,5.7
MAGIC & MAYHEM: THE ART OF MAGIC,PC,71.0,7.0
MAGIC DUELS: ORIGINS,PC,77.0,6.1
MAGIC ORBZ,PLAYSTATION,66.0,7.3
MAGIC PENGEL: THE QUEST FOR COLOR,PLAYSTATION,74.0,7.5
MAGIC: DUELS OF THE PLANESWALKERS 2014,PC,77.0,6.1
MAGIC: DUELS OF THE PLANESWALKERS 2014,PLAYSTATION,80.0,5.8
MAGIC: DUELS OF THE PLANESWALKERS 2014,XBOX,83.0,5.5
MAGIC: DUELS OF THE PLANESWALKERS 2015,PC,60.0,
MAGIC: THE GATHERING - BATTLEGROUNDS,PC,68.0,7.4
MAGIC: THE GATHERING - BATTLEGROUNDS,XBOX,72.0,7.7
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS,PC,69.0,
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS,XBOX,75.0,7.4
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2012,PC,77.0,5.8
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2012,PLAYSTATION,74.0,6.6
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2012,XBOX,75.0,7.9
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2013,PC,77.0,6.8
MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2013,XBOX,80.0,7.1
MAGIC: THE GATHERING ARENA,PC,84.0,
MAGIC: THE GATHERING ONLINE,PC,75.0,5.1
MAGICAL BEAT,PLAYSTATION,67.0,6.9
MAGICAL STARSIGN,DS,69.0,7.8
MAGICIAN'S QUEST: MYSTERIOUS TIMES,DS,69.0,7.8
MAGICKA,PC,74.0,7.6
MAGICKA 2,PC,69.0,6.2
MAGICKA 2,PLAYSTATION,72.0,6.3
MAGICKA: VIETNAM,PC,60.0,6.4
MAGICKA: WIZARD WARS,PC,69.0,7.1
MAGLAM LORD,PLAYSTATION,61.0,
MAGLAM LORD,SWITCH,67.0,
MAGNA CARTA 2,XBOX,69.0,7.1
MAGNA CARTA: TEARS OF BLOOD,PLAYSTATION,66.0,7.0
MAGNETIC: CAGE CLOSED,PC,61.0,7.2
MAGNETIC: CAGE CLOSED,XBOX,55.0,
MAGNETICA,DS,68.0,8.1
MAGNETICA TWIST,WII,70.0,8.0
MAGNETS: FULLY CHARGED,XBOX,,
MAGRUNNER: DARK PULSE,PC,70.0,7.2
MAGUS,PLAYSTATION,,
MAHJONG CUB3D,DS,67.0,5.3
MAHJONG TALES: ANCIENT WISDOM,PLAYSTATION,,7.1
MAHOKENSHI,PC,72.0,6.1
MAID OF SKER,PC,69.0,7.0
MAID OF SKER,PLAYSTATION,64.0,6.3
MAID OF SKER,XBOX,63.0,6.9
MAIL MOLE,SWITCH,72.0,6.6
MAIZE,PC,65.0,7.6
MAIZE,PLAYSTATION,,
MAJESTIC,PC,66.0,7.0
MAJESTY 2: KINGMAKER,PC,60.0,7.1
MAJESTY 2: THE FANTASY KINGDOM SIM,PC,72.0,7.2
MAJIN AND THE FORSAKEN KINGDOM,PLAYSTATION,72.0,7.9
MAJIN AND THE FORSAKEN KINGDOM,XBOX,74.0,7.7
MAJOR LEAGUE BASEBALL 2K10,PLAYSTATION,74.0,5.3
MAJOR LEAGUE BASEBALL 2K10,XBOX,76.0,7.7
MAJOR LEAGUE BASEBALL 2K11,PLAYSTATION,72.0,6.3
MAJOR LEAGUE BASEBALL 2K11,XBOX,69.0,7.1
MAJOR LEAGUE BASEBALL 2K12,PLAYSTATION,68.0,
MAJOR LEAGUE BASEBALL 2K12,XBOX,68.0,6.4
MAJOR LEAGUE BASEBALL 2K5,PLAYSTATION,82.0,7.4
MAJOR LEAGUE BASEBALL 2K5,XBOX,81.0,8.2
MAJOR LEAGUE BASEBALL 2K6,AUTRE,66.0,
MAJOR LEAGUE BASEBALL 2K6,PLAYSTATION,70.0,5.2
MAJOR LEAGUE BASEBALL 2K6,XBOX,68.5,5.7
MAJOR LEAGUE BASEBALL 2K7,PLAYSTATION,74.0,
MAJOR LEAGUE BASEBALL 2K7,XBOX,79.0,7.1
MAJOR LEAGUE BASEBALL 2K8,PLAYSTATION,67.0,5.6
MAJOR LEAGUE BASEBALL 2K8,WII,63.0,7.6
MAJOR LEAGUE BASEBALL 2K8,XBOX,70.0,5.9
MAJOR LEAGUE BASEBALL 2K8: FANTASY ALL-STARS,DS,59.0,7.0
MAJOR LEAGUE BASEBALL 2K9,PLAYSTATION,61.0,
MAJOR LEAGUE BASEBALL 2K9,XBOX,64.0,5.3
MAJOR LEAGUE EATING: THE GAME,WII,,5.0
MAJOR MINOR'S MAJESTIC MARCH,WII,,
MAKAI KINGDOM: CHRONICLES OF THE SACRED TOME,PLAYSTATION,77.0,8.5
MAKE WAR,SWITCH,,7.4
MAKING HISTORY: THE CALM AND THE STORM,PC,70.0,8.2
MALDITA CASTILLA EX: CURSED CASTILLA,PC,81.0,7.2
MALDITA CASTILLA EX: CURSED CASTILLA,XBOX,81.0,7.6
MALICE,PLAYSTATION,51.0,6.3
MALICE,XBOX,,7.0
MALICIOUS,PLAYSTATION,67.0,5.8
MALICIOUS FALLEN,PLAYSTATION,62.0,5.5
MALL TYCOON,PC,,
MAMORUKUN CURSE!,PLAYSTATION,71.0,7.4
MANA KHEMIA 2: FALL OF ALCHEMY,PLAYSTATION,70.0,8.2
MANA KHEMIA: ALCHEMISTS OF AL-REVIS,PLAYSTATION,69.0,8.1
MANA KHEMIA: STUDENT ALLIANCE,PLAYSTATION,,6.6
MANCHESTER UNITED SOCCER 2005,PC,56.0,
MANEATER,PC,70.0,6.4
MANEATER,PLAYSTATION,68.0,7.3
MANEATER,SWITCH,65.0,7.0
MANEATER,XBOX,71.0,6.7
MANEATER: TRUTH QUEST,PC,66.0,
MANHUNT,PC,75.0,7.8
MANHUNT,PLAYSTATION,76.0,8.5
MANHUNT,XBOX,74.0,7.9
MANHUNT 2,PLAYSTATION,68.0,8.1
MANHUNT 2,WII,62.0,7.3
MANIC MONKEY MAYHEM,WII,50.0,7.0
MANIFOLD GARDEN,PC,85.0,7.5
MANIFOLD GARDEN,SWITCH,75.0,8.0
MANTICORE: GALAXY ON FIRE,SWITCH,69.0,6.5
MANTIS BURN RACING,PLAYSTATION,71.0,6.9
MANTIS BURN RACING,SWITCH,77.0,8.0
MANTIS BURN RACING,XBOX,79.0,7.1
MANUAL SAMUEL,SWITCH,68.0,6.8
MANUAL SAMUEL,XBOX,66.0,6.5
MAQUETTE,PC,70.0,5.1
MAQUETTE,PLAYSTATION,70.0,6.2
MARATHON: DURANDAL,XBOX,62.0,7.7
MARBLE BLAST ULTRA,XBOX,79.0,8.4
MARBLE IT UP!,SWITCH,74.0,7.0
MARBLE SAGA: KORORINPA,WII,74.0,7.8
MARC ECKO'S GETTING UP: CONTENTS UNDER PRESSURE,PC,69.0,7.9
MARC ECKO'S GETTING UP: CONTENTS UNDER PRESSURE,PLAYSTATION,69.0,7.5
MARC ECKO'S GETTING UP: CONTENTS UNDER PRESSURE,XBOX,71.0,7.9
MARCH OF THE EAGLES,PC,71.0,6.9
MARCH OF THE PENGUINS,DS,,7.4
MARINE PARK EMPIRE,PC,58.0,6.0
MARIO & LUIGI: BOWSER'S INSIDE STORY,DS,90.0,8.8
MARIO & LUIGI: BOWSER'S INSIDE STORY + BOWSER JR.'S JOURNEY,DS,84.0,7.8
MARIO & LUIGI: DREAM TEAM,DS,81.0,8.3
MARIO & LUIGI: PAPER JAM,DS,76.0,7.3
MARIO & LUIGI: PARTNERS IN TIME,DS,86.0,8.5
MARIO & LUIGI: SUPERSTAR SAGA,GB,90.0,8.9
MARIO & LUIGI: SUPERSTAR SAGA + BOWSER'S MINIONS,DS,81.0,8.2
MARIO & SONIC AT THE LONDON 2012 OLYMPIC GAMES,DS,66.0,6.4
MARIO & SONIC AT THE LONDON 2012 OLYMPIC GAMES,WII,66.0,7.9
MARIO & SONIC AT THE OLYMPIC GAMES,DS,70.0,7.1
MARIO & SONIC AT THE OLYMPIC GAMES,WII,67.0,7.6
MARIO & SONIC AT THE OLYMPIC GAMES TOKYO 2020,SWITCH,69.0,6.9
MARIO & SONIC AT THE OLYMPIC WINTER GAMES,DS,76.0,8.1
MARIO & SONIC AT THE OLYMPIC WINTER GAMES,WII,72.0,7.5
MARIO & SONIC AT THE RIO 2016 OLYMPIC GAMES,DS,60.0,6.9
MARIO & SONIC AT THE RIO 2016 OLYMPIC GAMES,WII,65.0,7.7
MARIO & SONIC AT THE SOCHI 2014 OLYMPIC WINTER GAMES,WII,55.0,6.5
MARIO + RABBIDS SPARKS OF HOPE,SWITCH,86.0,7.5
MARIO + RABBIDS: KINGDOM BATTLE,SWITCH,85.0,8.3
MARIO + RABBIDS: KINGDOM BATTLE - DONKEY KONG ADVENTURE,SWITCH,82.0,8.2
MARIO AND DONKEY KONG: MINIS ON THE MOVE,DS,78.0,7.2
MARIO GOLF,NINTENDO,91.0,7.7
MARIO GOLF: ADVANCE TOUR,GB,84.0,8.4
MARIO GOLF: SUPER RUSH,SWITCH,70.0,5.6
MARIO GOLF: TOADSTOOL TOUR,AUTRE,81.0,8.1
MARIO GOLF: WORLD TOUR,DS,78.0,8.0
MARIO HOOPS: 3 ON 3,DS,69.0,7.9
MARIO KART 64,NINTENDO,83.0,8.6
MARIO KART 7,DS,85.0,8.2
MARIO KART 8,WII,88.0,8.8
MARIO KART 8 DELUXE,SWITCH,92.0,8.6
MARIO KART 8 DELUXE: BOOSTER COURSE PASS - WAVE 1,SWITCH,73.0,6.7
MARIO KART 8 DELUXE: BOOSTER COURSE PASS - WAVE 2,SWITCH,77.0,6.7
MARIO KART 8 DELUXE: BOOSTER COURSE PASS - WAVE 3,SWITCH,83.0,7.3
MARIO KART 8 DELUXE: BOOSTER COURSE PASS - WAVE 4,SWITCH,85.0,7.2
MARIO KART 8 DLC PACK 1,WII,87.0,8.9
MARIO KART 8 DLC PACK 2,WII,90.0,8.8
MARIO KART DS,DS,91.0,8.7
MARIO KART LIVE: HOME CIRCUIT,SWITCH,75.0,7.1
MARIO KART SUPER CIRCUIT,GB,93.0,7.8
MARIO KART WII,WII,82.0,8.5
MARIO KART: DOUBLE DASH!!,AUTRE,87.0,8.6
MARIO PARTY,NINTENDO,79.0,8.1
MARIO PARTY 10,WII,66.0,6.4
MARIO PARTY 3,NINTENDO,74.0,8.2
MARIO PARTY 4,AUTRE,70.0,7.7
MARIO PARTY 5,AUTRE,69.0,7.7
MARIO PARTY 6,AUTRE,71.0,7.9
MARIO PARTY 7,AUTRE,64.0,7.7
MARIO PARTY 8,WII,62.0,6.6
MARIO PARTY 9,WII,73.0,6.7
MARIO PARTY ADVANCE,GB,54.0,
MARIO PARTY DS,DS,72.0,7.9
MARIO PARTY SUPERSTARS,SWITCH,80.0,8.0
MARIO PARTY: ISLAND TOUR,DS,57.0,6.0
MARIO PARTY: STAR RUSH,DS,68.0,6.8
MARIO PARTY: THE TOP 100,DS,59.0,6.3
MARIO PINBALL LAND,GB,62.0,
MARIO POWER TENNIS,AUTRE,80.0,8.5
MARIO SPORTS MIX,WII,64.0,7.9
MARIO SPORTS SUPERSTARS,DS,62.0,7.3
MARIO STRIKERS CHARGED,WII,79.0,8.2
MARIO STRIKERS: BATTLE LEAGUE,SWITCH,73.0,
MARIO SUPER SLUGGERS,WII,69.0,7.9
MARIO SUPERSTAR BASEBALL,AUTRE,76.0,8.4
MARIO TENNIS,NINTENDO,91.0,8.6
MARIO TENNIS ACES,SWITCH,75.0,7.0
MARIO TENNIS OPEN,DS,69.0,6.9
MARIO TENNIS: POWER TOUR,GB,81.0,8.5
MARIO TENNIS: ULTRA SMASH,WII,58.0,5.1
MARIO VS. DONKEY KONG,GB,81.0,8.2
MARIO VS. DONKEY KONG 2: MARCH OF THE MINIS,DS,76.0,7.8
MARIO VS. DONKEY KONG: MINI-LAND MAYHEM,DS,79.0,8.1
MARIO VS. DONKEY KONG: MINIS MARCH AGAIN!,DS,82.0,7.9
MARIO VS. DONKEY KONG: TIPPING STARS,DS,70.0,7.4
MARIO VS. DONKEY KONG: TIPPING STARS,WII,70.0,7.5
MARK MCMORRIS INFINITE AIR,PLAYSTATION,50.0,7.3
MARK OF THE NINJA,PC,91.0,8.0
MARK OF THE NINJA,XBOX,90.0,7.4
MARLOW BRIGGS AND THE MASK OF DEATH,XBOX,66.0,6.0
MARS MATRIX,AUTRE,78.0,7.9
MARS: WAR LOGS,PC,59.0,7.1
MARSUPILAMI: HOOBADVENTURE,PLAYSTATION,68.0,6.5
MARTHA IS DEAD,PC,73.0,7.3
MARTHA IS DEAD,PLAYSTATION,72.0,5.6
MARTHA IS DEAD,XBOX,65.0,7.1
MARVEL AVENGERS: BATTLE FOR EARTH,WII,50.0,5.6
MARVEL AVENGERS: BATTLE FOR EARTH,XBOX,62.0,7.1
MARVEL HEROES,PC,58.0,6.7
MARVEL HEROES 2015,PC,81.0,8.2
MARVEL HEROES OMEGA,XBOX,68.0,7.3
MARVEL NEMESIS: RISE OF THE IMPERFECTS,AUTRE,54.0,6.1
MARVEL NEMESIS: RISE OF THE IMPERFECTS,PLAYSTATION,55.5,6.85
MARVEL NEMESIS: RISE OF THE IMPERFECTS,XBOX,58.0,7.6
MARVEL PINBALL,PLAYSTATION,83.0,7.5
MARVEL PINBALL 3D,DS,74.0,7.8
MARVEL POWERS UNITED VR,PC,68.0,6.6
MARVEL SUPER HERO SQUAD,PLAYSTATION,51.0,7.8
MARVEL SUPER HERO SQUAD,WII,,6.1
MARVEL SUPER HERO SQUAD: THE INFINITY GAUNTLET,XBOX,55.0,7.0
MARVEL TRADING CARD GAME,DS,61.0,5.7
MARVEL TRADING CARD GAME,PLAYSTATION,63.0,8.0
MARVEL ULTIMATE ALLIANCE 3: THE BLACK ORDER,SWITCH,73.0,7.2
MARVEL VS. CAPCOM 2,AUTRE,90.0,8.8
MARVEL VS. CAPCOM 2,PLAYSTATION,80.5,8.25
MARVEL VS. CAPCOM 2,XBOX,73.5,8.149999999999999
MARVEL VS. CAPCOM 3: FATE OF TWO WORLDS,PLAYSTATION,84.0,7.3
MARVEL VS. CAPCOM 3: FATE OF TWO WORLDS,XBOX,85.0,7.1
MARVEL VS. CAPCOM ORIGINS,PLAYSTATION,72.0,8.1
MARVEL VS. CAPCOM ORIGINS,XBOX,78.0,8.3
MARVEL VS. CAPCOM: INFINITE,PC,69.0,5.5
MARVEL VS. CAPCOM: INFINITE,PLAYSTATION,72.0,
MARVEL VS. CAPCOM: INFINITE,XBOX,77.0,5.3
MARVEL'S AVENGERS,PC,68.0,
MARVEL'S AVENGERS,PLAYSTATION,70.0,5.6
MARVEL'S AVENGERS,XBOX,66.0,
MARVEL'S GUARDIANS OF THE GALAXY,PC,78.0,8.6
MARVEL'S GUARDIANS OF THE GALAXY,PLAYSTATION,80.0,8.7
MARVEL'S GUARDIANS OF THE GALAXY,XBOX,84.0,8.7
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 1: TANGLED UP IN BLUE,PC,70.0,5.6
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 1: TANGLED UP IN BLUE,PLAYSTATION,72.0,5.6
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 1: TANGLED UP IN BLUE,XBOX,74.0,6.3
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 2: UNDER PRESSURE,PC,72.0,5.9
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 2: UNDER PRESSURE,PLAYSTATION,70.0,
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 3: MORE THAN A FEELING,PC,72.0,7.1
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 3: MORE THAN A FEELING,PLAYSTATION,65.0,6.3
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 3: MORE THAN A FEELING,XBOX,70.0,6.1
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 4: WHO NEEDS YOU,PC,71.0,6.5
MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 4: WHO NEEDS YOU,PLAYSTATION,68.0,6.7
